C00142_MIN_DT
C92083_MAX_DT
C92133_MIN_DT
C92133_MAX_DT
C92134_MIN_DT
C92134_MAX_DT
C92136_MAX_DT
C92250_MIN_DT
C92250_MAX_DT
C92557_MIN_DT
C92557_MAX_DT
C93000_MIN_DT
C93000_MAX_DT
C93005_MIN_DT
C93005_MAX_DT
C93010_MIN_DT
C93010_MAX_DT
C93015_MIN_DT
C93015_MAX_DT
C93016_MIN_DT
C93016_MAX_DT
C93017_MIN_DT
C93017_MAX_DT
C93018_MIN_DT
C93018_MAX_DT
C93306_MIN_DT
C93306_MAX_DT
C93458_MIN_DT
C93458_MAX_DT
C93880_MIN_DT
C93880_MAX_DT
C93922_MIN_DT
C93922_MAX_DT
C93970_MIN_DT
C93970_MAX_DT
C93971_MIN_DT
C93971_MAX_DT
C94010_MIN_DT
C94010_MAX_DT
C94060_MIN_DT
C94060_MAX_DT
C94640_MIN_DT
C94640_MAX_DT
C94726_MIN_DT
C94726_MAX_DT
C94729_MIN_DT
C94729_MAX_DT
C94760_MIN_DT
C94760_MAX_DT
C96360_MIN_DT
C96360_MAX_DT
C96361_MIN_DT
C96361_MAX_DT
C96365_MIN_DT
C96365_MAX_DT
C96367_MIN_DT
C96367_MAX_DT
C96372_MIN_DT
C96372_MAX_DT
C96374_MIN_DT
C96374_MAX_DT
C96375_MIN_DT
C96375_MAX_DT
C96376_MIN_DT
C96376_MAX_DT
C96401_MIN_DT
C96401_MAX_DT
C96402_MIN_DT
C96402_MAX_DT
C96413_MIN_DT
C96413_MAX_DT
C97001_MIN_DT
C97001_MAX_DT
C97110_MIN_DT
C97110_MAX_DT
C97112_MIN_DT
C97112_MAX_DT
C97140_MIN_DT
C97140_MAX_DT
C97530_MIN_DT
C97530_MAX_DT
C98940_MIN_DT
C98940_MAX_DT
C98941_MIN_DT
C98941_MAX_DT
C99000_MIN_DT
C99000_MAX_DT
C99053_MIN_DT
C99053_MAX_DT
C99100_MIN_DT
C99100_MAX_DT
C99201_MIN_DT
C99201_MAX_DT
C99202_MIN_DT
C99202_MAX_DT
C99203_MIN_DT
C99203_MAX_DT
C99204_MIN_DT
C99204_MAX_DT
C99205_MIN_DT
C99205_MAX_DT
C99211_MIN_DT
C99211_MAX_DT
C99212_MIN_DT
C99212_MAX_DT
C99213_MIN_DT
C99213_MAX_DT
C99214_MIN_DT
C99214_MAX_DT
C99215_MIN_DT
C99215_MAX_DT
C99217_MIN_DT
C99217_MAX_DT
C99219_MIN_DT
C99219_MAX_DT
C99220_MIN_DT
C99220_MAX_DT
C99221_MIN_DT
C99221_MAX_DT
C99222_MIN_DT
C99222_MAX_DT
C99223_MIN_DT
C99223_MAX_DT
C99231_MIN_DT
C99231_MAX_DT
C99232_MIN_DT
C99232_MAX_DT
C99233_MIN_DT
C99233_MAX_DT
C99238_MIN_DT
C99238_MAX_DT
C99239_MIN_DT
C99239_MAX_DT
C99243_MIN_DT
C99243_MAX_DT
C99244_MIN_DT
C99244_MAX_DT
C99245_MIN_DT
C99245_MAX_DT
C99281_MIN_DT
C99281_MAX_DT
C99282_MIN_DT
C99282_MAX_DT
C99283_MIN_DT
C99283_MAX_DT
C99284_MIN_DT
C99284_MAX_DT
C99285_MIN_DT
C99285_MAX_DT
C99291_MIN_DT
C99291_MAX_DT
C99306_MIN_DT
C99306_MAX_DT
C99308_MIN_DT
C99308_MAX_DT
C99309_MIN_DT
C99309_MAX_DT
C99396_MIN_DT
C99396_MAX_DT
C99397_MIN_DT
C99397_MAX_DT
D0389_MIN_DT
D0389_MAX_DT
D1101_MIN_DT
D1101_MAX_DT
D185_MIN_DT
D185_MAX_DT
D1962_MIN_DT
D1962_MAX_DT
D1966_MIN_DT
D1966_MAX_DT
D1969_MIN_DT
D1969_MAX_DT
D1970_MIN_DT
D1970_MAX_DT
D1977_MIN_DT
D1977_MAX_DT
D1981_MIN_DT
D1981_MAX_DT
D1983_MIN_DT
D1983_MAX_DT
D1985_MIN_DT
D1985_MAX_DT
D1988_MIN_DT
D1988_MAX_DT
D1991_MIN_DT
D1991_MAX_DT
D2113_MIN_DT
D2113_MAX_DT
D2334_MIN_DT
D2334_MAX_DT
D2365_MIN_DT
D2365_MAX_DT
D2382_MIN_DT
D2382_MAX_DT
D2449_MIN_DT
D2449_MAX_DT
D2500_MIN_DT
D2500_MAX_DT
D2504_MIN_DT
D2504_MAX_DT
D2505_MIN_DT
D2505_MAX_DT
D2506_MIN_DT
D2506_MAX_DT
D2508_MIN_DT
D2508_MAX_DT
D2572_MIN_DT
D2572_MAX_DT
D2689_MIN_DT
D2689_MAX_DT
D2720_MIN_DT
D2720_MAX_DT
D2722_MIN_DT
D2722_MAX_DT
D2724_MIN_DT
D2724_MAX_DT
D2749_MIN_DT
D2749_MAX_DT
D2761_MIN_DT
D2761_MAX_DT
D2762_MIN_DT
D2762_MAX_DT
D2765_MIN_DT
D2765_MAX_DT
D2767_MIN_DT
D2767_MAX_DT
D2768_MIN_DT
D2768_MAX_DT
D2780_MIN_DT
D2780_MAX_DT
D2809_MIN_DT
D2809_MAX_DT
D2851_MIN_DT
D2851_MAX_DT
D2852_MIN_DT
D2852_MAX_DT
D2859_MIN_DT
D2859_MAX_DT
D2886_MIN_DT
D2886_MAX_DT
D3000_MIN_DT
D3000_MAX_DT
D3051_MIN_DT
D3051_MAX_DT
D311_MIN_DT
D311_MAX_DT
D3272_MIN_DT
D3272_MAX_DT
D3381_MIN_DT
D3381_MAX_DT
D3382_MIN_DT
D3382_MAX_DT
D3383_MIN_DT
D3383_MAX_DT
D3483_MIN_DT
D3483_MAX_DT
D3569_MIN_DT
D3569_MAX_DT
D3572_MIN_DT
D3572_MAX_DT
D3625_MIN_DT
D3625_MAX_DT
D3650_MIN_DT
D3650_MAX_DT
D3651_MIN_DT
D3651_MAX_DT
D3661_MIN_DT
D3661_MAX_DT
D3665_MIN_DT
D3665_MAX_DT
D3669_MIN_DT
D3669_MAX_DT
D3674_MIN_DT
D3674_MAX_DT
D3751_MIN_DT
D3751_MAX_DT
D3792_MIN_DT
D3792_MAX_DT
D3804_MIN_DT
D3804_MAX_DT
D3891_MIN_DT
D3891_MAX_DT
D3899_MIN_DT
D3899_MAX_DT
D4011_MIN_DT
D4011_MAX_DT
D4019_MIN_DT
D4019_MAX_DT
D4029_MIN_DT
D4029_MAX_DT
D4039_MIN_DT
D4039_MAX_DT
D4107_MIN_DT
D4107_MAX_DT
D412_MIN_DT
D412_MAX_DT
D4139_MIN_DT
D4139_MAX_DT
D4140_MIN_DT
D4140_MAX_DT
D4148_MIN_DT
D4148_MAX_DT
D4149_MIN_DT
D4149_MAX_DT
D4151_MIN_DT
D4151_MAX_DT
D4240_MIN_DT
D4240_MAX_DT
D4241_MIN_DT
D4241_MAX_DT
D4242_MIN_DT
D4242_MAX_DT
D4254_MIN_DT
D4254_MAX_DT
D4273_MIN_DT
D4273_MAX_DT
D4276_MIN_DT
D4276_MAX_DT
D4278_MIN_DT
D4278_MAX_DT
D4279_MIN_DT
D4279_MAX_DT
D4280_MIN_DT
D4280_MAX_DT
D4282_MIN_DT
D4282_MAX_DT
D4293_MIN_DT
D4293_MAX_DT
D4331_MIN_DT
D4331_MAX_DT
D4349_MIN_DT
D4349_MAX_DT
D4359_MIN_DT
D4359_MAX_DT
D4400_MIN_DT
D4400_MAX_DT
D4402_MIN_DT
D4402_MAX_DT
D4414_MIN_DT
D4414_MAX_DT
D4439_MIN_DT
D4439_MAX_DT
D4534_MIN_DT
D4534_MAX_DT
D4550_MIN_DT
D4550_MAX_DT
D4589_MIN_DT
D4589_MAX_DT
D4598_MIN_DT
D4598_MAX_DT
D4619_MIN_DT
D4619_MAX_DT
D462_MIN_DT
D462_MAX_DT
D4659_MIN_DT
D4659_MAX_DT
D4660_MIN_DT
D4660_MAX_DT
D4739_MIN_DT
D4739_MAX_DT
D4779_MIN_DT
D4779_MAX_DT
D486_MIN_DT
D486_MAX_DT
D490_MIN_DT
D490_MAX_DT
D4912_MIN_DT
D4912_MAX_DT
D4928_MIN_DT
D4928_MAX_DT
D4939_MIN_DT
D4939_MAX_DT
D496_MIN_DT
D496_MAX_DT
D5118_MIN_DT
D5118_MAX_DT
D5119_MIN_DT
D5119_MAX_DT
D515_MIN_DT
D515_MAX_DT
D5180_MIN_DT
D5180_MAX_DT
D5188_MIN_DT
D5188_MAX_DT
D5301_MIN_DT
D5301_MAX_DT
D5308_MIN_DT
D5308_MAX_DT
D5355_MIN_DT
D5355_MAX_DT
D5509_MIN_DT
D5509_MAX_DT
D5533_MIN_DT
D5533_MAX_DT
D5589_MIN_DT
D5589_MAX_DT
D5621_MIN_DT
D5621_MAX_DT
D5640_MIN_DT
D5640_MAX_DT
D5693_MIN_DT
D5693_MAX_DT
D5694_MIN_DT
D5694_MAX_DT
D5698_MIN_DT
D5698_MAX_DT
D5718_MIN_DT
D5718_MAX_DT
D5738_MIN_DT
D5738_MAX_DT
D5739_MIN_DT
D5739_MAX_DT
D5742_MIN_DT
D5742_MAX_DT
D5781_MIN_DT
D5781_MAX_DT
D5789_MIN_DT
D5789_MAX_DT
D5849_MIN_DT
D5849_MAX_DT
D5853_MIN_DT
D5853_MAX_DT
D5854_MIN_DT
D5854_MAX_DT
D5859_MIN_DT
D5859_MAX_DT
D586_MIN_DT
D586_MAX_DT
D591_MIN_DT
D591_MAX_DT
D5920_MIN_DT
D5920_MAX_DT
D5921_MIN_DT
D5921_MAX_DT
D5932_MIN_DT
D5932_MAX_DT
D5934_MIN_DT
D5934_MAX_DT
D5938_MIN_DT
D5938_MAX_DT
D5939_MIN_DT
D5939_MAX_DT
D5950_MIN_DT
D5950_MAX_DT
D5960_MIN_DT
D5960_MAX_DT
D5965_MIN_DT
D5965_MAX_DT
D5968_MIN_DT
D5968_MAX_DT
D5989_MIN_DT
D5989_MAX_DT
D5990_MIN_DT
D5990_MAX_DT
D5996_MIN_DT
D5996_MAX_DT
D5997_MIN_DT
D5997_MAX_DT
D6000_MIN_DT
D6000_MAX_DT
D6001_MIN_DT
D6001_MAX_DT
D6009_MIN_DT
D6009_MAX_DT
D6019_MIN_DT
D6019_MAX_DT
D6029_MIN_DT
D6029_MAX_DT
D6078_MIN_DT
D6078_MAX_DT
D6088_MIN_DT
D6088_MAX_DT
D6826_MIN_DT
D6826_MAX_DT
D6829_MIN_DT
D6829_MAX_DT
D6929_MIN_DT
D6929_MAX_DT
D7020_MIN_DT
D7020_MAX_DT
D7021_MIN_DT
D7021_MAX_DT
D7038_MIN_DT
D7038_MAX_DT
D7062_MIN_DT
D7062_MAX_DT
D7150_MIN_DT
D7150_MAX_DT
D7151_MIN_DT
D7151_MAX_DT
D7153_MIN_DT
D7153_MAX_DT
D7159_MIN_DT
D7159_MAX_DT
D7169_MIN_DT
D7169_MAX_DT
D7190_MIN_DT
D7190_MAX_DT
D7194_MIN_DT
D7194_MAX_DT
D7197_MIN_DT
D7197_MAX_DT
D7210_MIN_DT
D7210_MAX_DT
D7213_MIN_DT
D7213_MAX_DT
D7221_MIN_DT
D7221_MAX_DT
D7224_MIN_DT
D7224_MAX_DT
D7225_MIN_DT
D7225_MAX_DT
D7231_MIN_DT
D7231_MAX_DT
D7234_MIN_DT
D7234_MAX_DT
D7240_MIN_DT
D7240_MAX_DT
D7241_MIN_DT
D7241_MAX_DT
D7242_MIN_DT
D7242_MAX_DT
D7243_MIN_DT
D7243_MAX_DT
D7244_MIN_DT
D7244_MAX_DT
D7245_MIN_DT
D7245_MAX_DT
D7261_MIN_DT
D7261_MAX_DT
D7270_MIN_DT
D7270_MAX_DT
D7288_MIN_DT
D7288_MAX_DT
D7291_MIN_DT
D7291_MAX_DT
D7295_MIN_DT
D7295_MAX_DT
D7298_MIN_DT
D7298_MAX_DT
D7330_MIN_DT
D7330_MAX_DT
D7331_MIN_DT
D7331_MAX_DT
D7339_MIN_DT
D7339_MAX_DT
D7384_MIN_DT
D7384_MAX_DT
D7391_MIN_DT
D7391_MAX_DT
D7392_MIN_DT
D7392_MAX_DT
D7393_MIN_DT
D7393_MAX_DT
D7800_MIN_DT
D7800_MAX_DT
D7802_MIN_DT
D7802_MAX_DT
D7804_MIN_DT
D7804_MAX_DT
D7805_MIN_DT
D7805_MAX_DT
D7806_MIN_DT
D7806_MAX_DT
D7807_MIN_DT
D7807_MAX_DT
D7809_MIN_DT
D7809_MAX_DT
D7812_MIN_DT
D7812_MAX_DT
D7820_MIN_DT
D7820_MAX_DT
D7821_MIN_DT
D7821_MAX_DT
D7823_MIN_DT
D7823_MAX_DT
D7832_MIN_DT
D7832_MAX_DT
D7840_MIN_DT
D7840_MAX_DT
D7842_MIN_DT
D7842_MAX_DT
D7850_MIN_DT
D7850_MAX_DT
D7851_MIN_DT
D7851_MAX_DT
D7852_MIN_DT
D7852_MAX_DT
D7856_MIN_DT
D7856_MAX_DT
D7860_MIN_DT
D7860_MAX_DT
D7862_MIN_DT
D7862_MAX_DT
D7865_MIN_DT
D7865_MAX_DT
D7866_MIN_DT
D7866_MAX_DT
D7870_MIN_DT
D7870_MAX_DT
D7872_MIN_DT
D7872_MAX_DT
D7873_MIN_DT
D7873_MAX_DT
D7879_MIN_DT
D7879_MAX_DT
D7881_MIN_DT
D7881_MAX_DT
D7882_MIN_DT
D7882_MAX_DT
D7883_MIN_DT
D7883_MAX_DT
D7884_MIN_DT
D7884_MAX_DT
D7886_MIN_DT
D7886_MAX_DT
D7889_MIN_DT
D7889_MAX_DT
D7890_MIN_DT
D7890_MAX_DT
D7893_MIN_DT
D7893_MAX_DT
D7902_MIN_DT
D7902_MAX_DT
D7905_MIN_DT
D7905_MAX_DT
D7906_MIN_DT
D7906_MAX_DT
D7909_MIN_DT
D7909_MAX_DT
D7931_MIN_DT
D7931_MAX_DT
D7937_MIN_DT
D7937_MAX_DT
D7943_MIN_DT
D7943_MAX_DT
D7949_MIN_DT
D7949_MAX_DT
D7962_MIN_DT
D7962_MAX_DT
D7990_MIN_DT
D7990_MAX_DT
D9590_MIN_DT
D9590_MAX_DT
D9591_MIN_DT
D9591_MAX_DT
D9959_MIN_DT
D9959_MAX_DT
D9967_MIN_DT
D9967_MAX_DT
DE888_MIN_DT
DE888_MAX_DT
DV038_MIN_DT
DV038_MAX_DT
DV048_MIN_DT
DV048_MAX_DT
DV053_MIN_DT
DV053_MAX_DT
DV075_MIN_DT
DV075_MAX_DT
DV104_MIN_DT
DV104_MAX_DT
DV125_MIN_DT
DV125_MAX_DT
DV127_MIN_DT
DV127_MAX_DT
DV153_MIN_DT
DV153_MAX_DT
DV158_MIN_DT
DV158_MAX_DT
DV431_MIN_DT
DV431_MAX_DT
DV436_MIN_DT
DV436_MAX_DT
DV450_MIN_DT
DV450_MAX_DT
DV457_MIN_DT
DV457_MAX_DT
DV458_MIN_DT
DV458_MAX_DT
DV548_MIN_DT
DV548_MAX_DT
DV580_MIN_DT
DV580_MAX_DT
DV581_MIN_DT
DV581_MAX_DT
DV586_MIN_DT
DV586_MAX_DT
DV588_MIN_DT
DV588_MAX_DT
DV654_MIN_DT
DV654_MAX_DT
DV675_MIN_DT
DV675_MAX_DT
DV700_MIN_DT
DV700_MAX_DT
DV707_MIN_DT
DV707_MAX_DT
DV726_MIN_DT
DV726_MAX_DT
DV728_MIN_DT
DV728_MAX_DT
DV764_MIN_DT
DV764_MAX_DT
DV765_MIN_DT
DV765_MAX_DT
DV828_MIN_DT
DV828_MAX_DT
DV851_MIN_DT
DV851_MAX_DT
DV852_MIN_DT
DV852_MAX_DT
DV853_MIN_DT
DV853_MAX_DT
G011000_MIN_DT
G011000_MAX_DT
G012000_MIN_DT
G012000_MAX_DT
G019900_MIN_DT
G019900_MAX_DT
G021000_MIN_DT
G021000_MAX_DT
G022000_MIN_DT
G022000_MAX_DT
G023000_MIN_DT
G023000_MAX_DT
G034000_MIN_DT
G034000_MAX_DT
G035000_MIN_DT
G035000_MAX_DT
G040000_MIN_DT
G040000_MAX_DT
G050000_MIN_DT
G050000_MAX_DT
G070000_MIN_DT
G070000_MAX_DT
G114070_MIN_DT
G114070_MAX_DT
G124050_MIN_DT
G124050_MAX_DT
G125040_MIN_DT
G125040_MAX_DT
G160000_MIN_DT
G160000_MAX_DT
G162200_MIN_DT
G162200_MAX_DT
G169900_MIN_DT
G169900_MAX_DT
G171000_MIN_DT
G171000_MAX_DT
G172000_MIN_DT
G172000_MAX_DT
G189900_MIN_DT
G189900_MAX_DT
G214024_MIN_DT
G214024_MAX_DT
G214040_MIN_DT
G214040_MAX_DT
G214050_MIN_DT
G214050_MAX_DT
G214055_MIN_DT
G214055_MAX_DT
G221000_MIN_DT
G221000_MAX_DT
G271040_MIN_DT
G271040_MAX_DT
G272000_MIN_DT
G272000_MAX_DT
G272500_MIN_DT
G272500_MAX_DT
G275500_MIN_DT
G275500_MAX_DT
G276070_MIN_DT
G276070_MAX_DT
G281000_MIN_DT
G281000_MAX_DT
G300420_MIN_DT
G300420_MAX_DT
G300445_MIN_DT
G300445_MAX_DT
G312000_MIN_DT
G312000_MAX_DT
G321000_MIN_DT
G321000_MAX_DT
G331000_MIN_DT
G331000_MAX_DT
G332000_MIN_DT
G332000_MAX_DT
G333000_MIN_DT
G333000_MAX_DT
G340000_MIN_DT
G340000_MAX_DT
G354000_MIN_DT
G354000_MAX_DT
G361000_MIN_DT
G361000_MAX_DT
G361500_MIN_DT
G361500_MAX_DT
G362010_MIN_DT
G362010_MAX_DT
G362020_MIN_DT
G362020_MAX_DT
G364000_MIN_DT
G364000_MAX_DT
G369915_MIN_DT
G369915_MAX_DT
G369918_MAX_DT
G369940_MIN_DT
G369940_MAX_DT
G372000_MIN_DT
G372000_MAX_DT
G375000_MIN_DT
G375000_MAX_DT
G376000_MIN_DT
G376000_MAX_DT
G379900_MIN_DT
G379900_MAX_DT
G392000_MIN_DT
G392000_MAX_DT
G393000_MIN_DT
G393000_MAX_DT
G394000_MIN_DT
