Variable,Type,NumUniqueValues,Variable_Type,Num Unique Values,Non Missing,Missing_N,Missing_P,Above 0,Positive Above 0,Negative Above 0,Precision,Above0_Diff,Above0_P,Positive Above0_P,Negative Above0_P,Mean,Positive Mean,Negative Mean,Percentage Mean Difference,Correlation,Abs_Correlation,p-value,p-value corrected,Diagnostic Odds,Positive Min,Positive P10,Positive P25,Positive P50,Positive P75,Positive P90,Positive Max,Negative Min,Negative P10,Negative P25,Negative P50,Negative P75,Negative P90,Negative Max
hj0696_claim_cnt,numerical,24,NA,24,70883,0,0,3077,136,2941,0.04419889502762431,3.9391899580231565e-4,0.043409562236361325,0.0437862202189311,0.04339230122312879,0.06345668213817135,0.06503541532517708,0.06338433391858594,0.026019031423610357,3.2e-4,3.2e-4,0.93228,0.9636480500450857,1.0094937817481169,0,0,0,0,0,0,32,0,0,0,0,0,0,47
hj0696_flag,numerical,2,NA,2,70883,0,0,3077,136,2941,0.04419889502762431,3.9391899580231565e-4,0.043409562236361325,0.0437862202189311,0.04339230122312879,0.043409562236361325,0.0437862202189311,0.04339230122312879,0.00907447519644314,4e-4,4e-4,0.9161,0.9582606310013718,1.0094937817481169,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hj0696_index_max_dd,numerical,663,Date_Difference,663,3077,67806,0.9565904377636387,2902,130,2772,0.044796691936595454,9.556452226987602e-4,0.040940705105596546,0.04185447520927238,0.04089882998657362,210.18004549886254,274.4264705882353,207.2091125467528,0.3198084665075699,0.07438,0.07438,4e-5,4.326241134751774e-4,1.3209475709475709,0,25,81.75,267,424.25,558,712,0,7,34,124,344,561,729
hj0696_index_min_dd,numerical,689,Date_Difference,689,3077,67806,0.9565904377636387,2942,131,2811,0.04452753229095853,7.021862851035107e-4,0.04150501530691421,0.042176432710882165,0.041474246425778655,237.13519662008449,300.9852941176471,234.18259095545733,0.2817072459691199,0.06861,0.06861,1.4e-4,0.0013124999999999999,1.2116684453930984,0,27,92,299.5,450,629,725,0,10,40,155,404,599,730
hj0696_max_min_dd,numerical,261,Date_Difference,261,3077,67806,0.9565904377636387,620,20,600,0.03225806451612903,0.002413410570958713,0.008746808120423798,0.00643915003219575,0.008852560603154463,26.95515112122197,26.558823529411764,26.973478408704523,0.015383140588898338,-0.02677,0.02677,0.13759,0.3283642410015649,0.6727011494252874,0,0,0,0,0,17,602,0,0,0,0,0,38,712
hj0702_claim_cnt,numerical,14,NA,14,70883,0,0,873,54,819,0.061855670103092786,0.005301959863622684,0.012316070143758023,0.017385705086928525,0.01208374522330584,0.020851261938687696,0.039278815196394076,0.020006786963129086,0.9242619602561044,0.0099,0.0099,0.0084,0.041681127982646414,1.4465311883398384,0,0,0,0,0,0,16,0,0,0,0,0,0,26
hj0702_flag,numerical,2,NA,2,70883,0,0,873,54,819,0.061855670103092786,0.005301959863622684,0.012316070143758023,0.017385705086928525,0.01208374522330584,0.012316070143758025,0.017385705086928525,0.01208374522330584,0.43049120390969836,0.00984,0.00984,0.0088,0.043292964554242745,1.4465311883398384,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hj0702_index_max_dd,numerical,482,Date_Difference,482,873,70010,0.987683929856242,869,54,815,0.06214039125431531,0.005360976934310381,0.012259639123626258,0.017385705086928525,0.012024728152618144,301.1947308132875,286,302.1965811965812,0.05377445067796203,-0.01339,0.01339,0.69284,0.8524438775510204,Inf,13,35.00000000000001,95,260,427,596.8000000000001,694,0,33,99,279,470,635.0000000000002,729
hj0702_index_min_dd,numerical,496,Date_Difference,496,873,70010,0.987683929856242,870,54,816,0.06206896551724138,0.005346222666638456,0.0122737468786592,0.017385705086928525,0.012039482420290069,371.76403207331043,403.9259259259259,369.64346764346766,0.09221564036538611,0.03642,0.03642,0.28247,0.5144507364649682,Inf,13,77,281,444.5,583,663.3000000000001,727,0,49,174.5,371,569.5,675.2,729
hj0702_max_min_dd,numerical,212,Date_Difference,212,873,70010,0.987683929856242,289,25,264,0.08650519031141868,0.004153810874856724,0.004077141204520125,0.008048937540244688,0.0038951266653879635,70.56930126002291,117.92592592592592,67.44688644688645,0.7153115955200132,0.07962,0.07962,0.01863,0.07741348773841962,1.8123040752351096,0,0,0,0,169.5,445.80000000000007,668,0,0,0,0,36.5,273.60000000000014,698
hj0897_claim_cnt,numerical,25,NA,25,70883,0,0,3982,299,3683,0.07508789552988449,0.041925325145629994,0.056177080541173485,0.09626529298132647,0.05433996783569647,0.09706135462663827,0.1728911783644559,0.09358631984301459,0.8170590532812969,0.03739,0.03739,0,0,1.8537212687609164,0,0,0,0,0,0,16,0,0,0,0,0,0,25
hj0897_flag,numerical,2,NA,2,70883,0,0,3982,299,3683,0.07508789552988449,0.041925325145629994,0.056177080541173485,0.09626529298132647,0.05433996783569647,0.056177080541173485,0.09626529298132647,0.05433996783569647,0.7463065852078581,0.03727,0.03727,0,0,1.8537212687609164,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hj0897_index_max_dd,numerical,339,Date_Difference,339,3982,66901,0.9438229194588266,895,100,795,0.11173184357541899,0.02046610736179909,0.01262644075448274,0.03219575016097875,0.011729642799179662,31.84028126569563,50.09364548494983,30.35840347542764,0.6198199646805485,0.0756,0.0756,0,0,1.8254795992541324,0,0,0,0,28,160.39999999999998,729,0,0,0,0,0,105,724
hj0897_index_min_dd,numerical,543,Date_Difference,543,3982,66901,0.9438229194588266,1416,130,1286,0.09180790960451977,0.022880486983177982,0.019976581126645316,0.04185447520927238,0.018973988226094397,103.64314414866901,132.37458193979933,101.31061634537062,0.2997204093873259,0.05037,0.05037,0.00147,0.009904639175257732,1.4337839454480201,0,0,0,0,229,514.9999999999998,729,0,0,0,0,90,449,729
hj0897_max_min_dd,numerical,396,Date_Difference,396,3982,66901,0.9438229194588266,994,85,909,0.08551307847082495,0.013954758323052926,0.014023108502743959,0.027366387636831937,0.013411629313779011,71.80286288297339,82.2809364548495,70.95221286994298,0.15777537454697915,0.02323,0.02323,0.1427,0.3364192426584235,1.2121258854857448,0,0,0,0,49.5,358.99999999999983,714,0,0,0,0,0,347.0000000000009,729
hj1030_claim_cnt,numerical,16,NA,16,70883,0,0,1629,58,1571,0.03560466543891958,0.004505419419225092,0.02298153294866188,0.018673535093367676,0.02317895451259277,0.03806272307887646,0.02704443013522215,0.038567655694409606,0.3027430679436191,-0.00621,0.00621,0.09821,0.2610753922138292,0.8019258175159677,0,0,0,0,0,0,8,0,0,0,0,0,0,17
hj1030_flag,numerical,2,NA,2,70883,0,0,1629,58,1571,0.03560466543891958,0.004505419419225092,0.02298153294866188,0.018673535093367676,0.02317895451259277,0.02298153294866188,0.018673535093367676,0.02317895451259277,0.1960452085285035,-0.00615,0.00615,0.10131,0.26652860839562964,0.8019258175159677,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hj1030_index_max_dd,numerical,620,Date_Difference,620,1629,69254,0.9770184670513381,1618,58,1560,0.03584672435105068,0.004343122474833927,0.02282634764329952,0.018673535093367676,0.023016657568201603,293.2025782688766,299.2068965517241,292.98090388287716,0.021234440384550527,0.01438,0.01438,0.56197,0.7626854790863244,Inf,17,83.4,136.75,240,441.5,619.1,695,0,29,89,259,477,621,730
hj1030_index_min_dd,numerical,642,Date_Difference,642,1629,69254,0.9770184670513381,1623,58,1565,0.035736290819470114,0.004416893813193545,0.02289688641846423,0.018673535093367676,0.02309042890656122,365.49723756906076,355.17241379310343,365.8784213876512,0.02929162383210863,-0.00663,0.00663,0.78909,0.8983801940781289,Inf,17,98.19999999999999,169.75,312,579.75,655.7,695,0,52,158,375,565,667,730
hj1030_max_min_dd,numerical,316,Date_Difference,316,1629,69254,0.9770184670513381,494,13,481,0.02631578947368421,0.002911355229268257,0.006969230986273154,0.004185447520927237,0.007096802750195494,72.29465930018416,55.96551724137931,72.89751750477403,0.23420817564253446,-0.03068,0.03068,0.21582,0.43455455345358557,0.6546546546546547,0,0,0,0,0,196.80000000000013,571,0,0,0,0,39,309,715
hj1040_claim_cnt,numerical,14,NA,14,70883,0,0,1412,49,1363,0.034702549575070823,0.004334149257952967,0.01992015010651355,0.015775917578879587,0.020110066836832554,0.03298393126701748,0.025434642627173213,0.03332989067087655,0.2393664957578373,-0.00635,0.00635,0.09104,0.24806908874329958,0.7810240788193797,0,0,0,0,0,0,5,0,0,0,0,0,0,19
hj1040_flag,numerical,2,NA,2,70883,0,0,1412,49,1363,0.034702549575070823,0.004334149257952967,0.01992015010651355,0.015775917578879587,0.020110066836832554,0.01992015010651355,0.015775917578879587,0.020110066836832554,0.21757613445572252,-0.00635,0.00635,0.09095,0.24797154350417164,0.7810240788193797,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hj1040_index_max_dd,numerical,594,Date_Difference,594,1412,69471,0.9800798498934864,1407,49,1358,0.03482587064676617,0.004260377919593345,0.019849611331348844,0.015775917578879587,0.020036295498472932,297.97379603399435,302.18367346938777,297.82245047688923,0.01463626349211254,0.01255,0.01255,0.63764,0.8134977691020635,Inf,7,86.60000000000001,139,331,463,543.6000000000001,729,0,33.20000000000002,98,267,488,632,729
hj1040_index_min_dd,numerical,617,Date_Difference,617,1412,69471,0.9800798498934864,1408,49,1359,0.03480113636363636,0.00427513218726527,0.019863719086381786,0.015775917578879587,0.020051049766144857,368.9674220963173,390.38775510204084,368.1973587674248,0.06014188517929185,0.01605,0.01605,0.5467,0.7520001503307275,Inf,7,116.00000000000001,226,412,533,657,729,0,54,156.5,379,572,668,730
hj1040_max_min_dd,numerical,270,Date_Difference,270,1412,69471,0.9800798498934864,440,16,424,0.03636363636363636,0.0011044894671392198,0.0062074122144943076,0.0051513200257566,0.00625580949289582,70.99362606232295,88.20408163265306,70.37490829053559,0.25113766306943996,0.01042,0.01042,0.69564,0.8531909163987138,1.0737564322469983,0,0,0,0,55,428.8,629,0,0,0,0,42,301.5999999999999,689
hj1100_claim_cnt,numerical,30,NA,30,70883,0,0,3462,142,3320,0.04101675332177932,0.003266203442198197,0.04884104792404385,0.04571796522858983,0.048984168670788024,0.09569290238844293,0.10012878300064391,0.0954896203726928,0.04847969402285988,-0.00291,0.00291,0.43927,0.6707461717709721,0.9301267824333773,0,0,0,0,0,0,32,0,0,0,0,0,0,49
hj1100_flag,numerical,2,NA,2,70883,0,0,3462,142,3320,0.04101675332177932,0.003266203442198197,0.04884104792404385,0.04571796522858983,0.048984168670788024,0.04884104792404385,0.04571796522858983,0.048984168670788024,0.06687414748507649,-0.0031,0.0031,0.4089,0.6468594398340248,0.9301267824333773,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hj1100_index_max_dd,numerical,672,Date_Difference,672,3462,67421,0.9511589520759561,2653,117,2536,0.044101017715793445,2.5220487234561134e-4,0.037427874102394086,0.03766902768834514,0.03741682281599953,189.84257654534952,185.04929577464787,190.04759036144577,0.026328628054644563,0.00669,0.00669,0.69388,0.8524438775510204,1.446813880126183,0,0,8.5,111,320.75,528.5,720,0,0,3,89,336,558.0999999999999,730
hj1100_index_min_dd,numerical,694,Date_Difference,694,3462,67421,0.9511589520759561,2840,126,2714,0.044366197183098595,5.235627412312066e-4,0.040066024293554166,0.04056664520283323,0.04004308246160202,236.4523396880416,251.81690140845072,235.79518072289156,0.06775877416437105,0.02097,0.02097,0.21741,0.4358679886064855,1.758382461311717,0,0,36.25,171.5,420.5,639.9,728,0,0,20,153,430,617,730
hj1100_max_min_dd,numerical,377,Date_Difference,377,3462,67421,0.9511589520759561,966,53,913,0.054865424430641824,0.0035931012008520308,0.013628091361821594,0.01706374758531874,0.013470646384466708,46.60976314269209,66.76760563380282,45.74759036144578,0.4509788047625543,0.04519,0.04519,0.00783,0.03936510989010989,1.5699693564862105,0,0,0,0,65,235.70000000000002,661,0,0,0,0,19,147,729
hj1170_claim_cnt,numerical,10,NA,10,70883,0,0,2029,77,1952,0.03794972893050764,0.004009602871642214,0.02862463496183852,0.024790727623953637,0.02880033049559585,0.0385847100150953,0.02865421764327109,0.03903979225991118,0.2691629563258865,-0.00502,0.00502,0.18179,0.3909819078947368,0.857240155274965,0,0,0,0,0,0,3,0,0,0,0,0,0,9
hj1170_flag,numerical,2,NA,2,70883,0,0,2029,77,1952,0.03794972893050764,0.004009602871642214,0.02862463496183852,0.024790727623953637,0.02880033049559585,0.02862463496183852,0.024790727623953637,0.02880033049559585,0.14007524906388127,-0.00492,0.00492,0.19006,0.404241980474198,0.857240155274965,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hj1170_index_max_dd,numerical,575,Date_Difference,575,2029,68854,0.9713753650381615,1578,61,1517,0.038656527249683145,0.002742816460111829,0.022262037441981856,0.019639407598197038,0.022382224058308867,171.66485953671759,174.2077922077922,171.56454918032787,0.015397694289896124,0.00519,0.00519,0.81512,0.911981465930902,1.0932350032959788,0,0,6,113,288,489.0000000000002,717,0,0,3,74.5,302,516,728
hj1170_index_min_dd,numerical,595,Date_Difference,595,2029,68854,0.9713753650381615,1622,63,1559,0.03884093711467324,0.0027185806991130643,0.02288277866343129,0.020283322601416614,0.023001903300529678,192.91572203055694,181.7922077922078,193.3545081967213,0.05993446403856133,-0.00542,0.00542,0.80736,0.9083180477010081,1.1343810134701733,0,0,8,125,289,489.0000000000002,718,0,0,7,107,340.25,545.9000000000001,729
hj1170_max_min_dd,numerical,187,Date_Difference,187,2029,68854,0.9713753650381615,377,5,372,0.013262599469496022,0.0038788000659068294,0.005318623647418986,0.0016097875080489374,0.005488587573955767,21.25086249383933,7.584415584415584,21.789959016393443,0.6684690297203738,-0.06066,0.06066,0.00627,0.033238991888760144,0.2949522102747909,0,0,0,0,0,0,328,0,0,0,0,0,25,721
hj1200_claim_cnt,numerical,21,NA,21,70883,0,0,1079,62,1017,0.057460611677479144,0.004956274877460011,0.015222267680543996,0.019961365099806824,0.015005090222346813,0.0314320782133939,0.03895685769478429,0.031087241984744086,0.250368927457262,0.00832,0.00832,0.02679,0.10282235738255034,1.3370338929396064,0,0,0,0,0,0,14,0,0,0,0,0,0,45
hj1200_flag,numerical,2,NA,2,70883,0,0,1079,62,1017,0.057460611677479144,0.004956274877460011,0.015222267680543996,0.019961365099806824,0.015005090222346813,0.015222267680543996,0.019961365099806824,0.015005090222346813,0.32559372765430766,0.00829,0.00829,0.02738,0.10473536789297659,1.3370338929396064,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hj1200_index_max_dd,numerical,375,Date_Difference,375,1079,69804,0.984777732319456,753,38,715,0.05046480743691899,0.0016850836757461903,0.01062313953980503,0.012234385061171926,0.010549301385425735,144.48841519925858,108.30645161290323,146.69419862340217,0.2656804488966111,-0.04889,0.04889,0.10846,0.2801832298136646,0.6687645687645688,0,0,0,12,135.25,340.9,697,0,0,0,36,237,505.79999999999995,727
hj1200_index_min_dd,numerical,420,Date_Difference,420,1079,69804,0.984777732319456,808,41,767,0.050742574257425746,0.0018837342616354995,0.011399066066616819,0.013200257566001287,0.011316523304365788,173.12974976830398,138.98387096774192,175.21140609636186,0.20925077970194322,-0.04621,0.04621,0.12928,0.31578003203416977,0.636369280437077,0,0,0,33,192.5,448.1999999999998,697,0,0,2,66,296,548.1999999999999,730
hj1200_max_min_dd,numerical,132,Date_Difference,132,1079,69804,0.984777732319456,271,19,252,0.07011070110701106,0.0023991170772610887,0.0038232016139271756,0.006117192530585963,0.003718075453324874,28.641334569045412,30.677419354838708,28.517207472959686,0.07542287796231764,0.02992,0.02992,0.32623,0.5638467132602947,1.341362126245847,0,0,0,0,21.75,82.59999999999998,555,0,0,0,0,0,87.39999999999998,707
hj1580_claim_cnt,numerical,12,NA,12,70883,0,0,2893,86,2807,0.029726927065330106,0.013726884216649235,0.040813735310300074,0.027688345138441726,0.04141522935509096,0.05023771567230507,0.03412749517063748,0.05097599480649778,0.33537551240906655,-0.01418,0.01418,1.6e-4,0.001466933867735471,0.6591161641780129,0,0,0,0,0,0,7,0,0,0,0,0,0,52
hj1580_flag,numerical,2,NA,2,70883,0,0,2893,86,2807,0.029726927065330106,0.013726884216649235,0.040813735310300074,0.027688345138441726,0.04141522935509096,0.040813735310300074,0.027688345138441726,0.04141522935509096,0.33633001518449623,-0.0142,0.0142,1.6e-4,0.001466933867735471,0.6591161641780129,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hj1580_index_max_dd,numerical,628,Date_Difference,628,2893,67990,0.9591862646896999,2778,84,2694,0.03023758099352052,0.012703566972941383,0.039191343481511785,0.02704443013522215,0.039747997108163534,175.57137919115107,314.3837209302326,171.31848949055933,0.8148550868528113,0.1059,0.1059,0,0,1.7616926503340757,0,20.5,81.5,337,481.5,615.5,697,0,11,29,83,260,496.4000000000001,730
hj1580_index_min_dd,numerical,641,Date_Difference,641,2893,67990,0.9591862646896999,2793,84,2709,0.03007518796992481,0.012924880988020245,0.03940295980700591,0.02704443013522215,0.039969311123242396,191.5343933632907,332.1744186046512,187.22550765942287,0.7567774559961046,0.10629,0.10629,0,0,1.5193798449612403,0,23.5,87,346.5,526.75,629,725,0,12,31,95,300.5,534,730
hj1580_max_min_dd,numerical,165,Date_Difference,165,2893,67990,0.9591862646896999,288,14,274,0.04861111111111111,4.6473568042982097e-4,0.004063033449487183,0.004507405022537025,0.004042669342107204,15.963014172139648,17.790697674418606,15.907018168863555,0.11800274592518054,0.03627,0.03627,0.051090000000000003,0.1655359419263456,1.7975466342254665,0,0,0,0,0,49,406,0,0,0,0,0,0,716
hj1644_claim_cnt,numerical,39,NA,39,70883,0,0,1503,50,1453,0.0332667997338656,0.005340075846816346,0.021203955814511236,0.016097875080489377,0.021437950927305723,0.04857300057841796,0.02962009014810045,0.04944155096861767,0.4080756919374738,-0.00765,0.00765,0.04177,0.14271676624346527,0.7468299924690927,0,0,0,0,0,0,32,0,0,0,0,0,0,242
hj1644_flag,numerical,2,NA,2,70883,0,0,1503,50,1453,0.0332667997338656,0.005340075846816346,0.021203955814511236,0.016097875080489377,0.021437950927305723,0.021203955814511236,0.016097875080489377,0.021437950927305723,0.25184337741176516,-0.00759,0.00759,0.04338,0.14646752767527674,0.7468299924690927,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hj1644_index_max_dd,numerical,551,Date_Difference,551,1503,69380,0.9787960441854887,1326,44,1282,0.033182503770739065,0.0047488410845760495,0.018706883173680574,0.014166130070830651,0.0189149711554067,219.5109780439122,175.06,221.0406056434962,0.20946836487739576,-0.03827,0.03827,0.13807,0.3288668054110302,0.9781591263650546,0,0,8.75,86.5,268.25,531.9000000000001,720,0,0,26,154,378,558,727
hj1644_index_min_dd,numerical,578,Date_Difference,578,1503,69380,0.9787960441854887,1352,45,1307,0.03328402366863906,0.0047957402747643655,0.019073684804537056,0.014488087572440437,0.019283827847204803,255.10978043912175,195.48,257.1617343427392,0.241785063028811,-0.04985,0.04985,0.05335,0.170921743697479,1.0053557765876053,0,3.6000000000000014,11.75,105.5,304.5,551,729,0,0.20000000000001705,42,203,448,611.8,730
hj1644_max_min_dd,numerical,204,Date_Difference,204,1503,69380,0.9787960441854887,556,12,544,0.02158273381294964,0.004162831594209263,0.007843911798315534,0.0038634900193174502,0.008026321613526713,35.59880239520958,20.42,36.121128699242945,0.44105777843121474,-0.04965,0.04965,0.05428,0.17281210855949897,0.5276702786377709,0,0,0,0,0,29.700000000000024,681,0,0,0,0,1,111.59999999999991,728
