Column,Type,NumUniqueValues
d2859_max_min_dd,numerical,696
d2886_claim_cnt,numerical,21
d2886_flag,numerical,2
d2886_index_max_dd,numerical,526
d2886_index_min_dd,numerical,564
d2886_max_min_dd,numerical,157
d3000_claim_cnt,numerical,43
d3000_flag,numerical,2
d3000_index_max_dd,numerical,677
d3000_index_min_dd,numerical,716
d3000_max_min_dd,numerical,568
d3051_claim_cnt,numerical,29
d3051_flag,numerical,2
d3051_index_max_dd,numerical,703
d3051_index_min_dd,numerical,728
d3051_max_min_dd,numerical,605
d311_claim_cnt,numerical,34
d311_flag,numerical,2
d311_index_max_dd,numerical,677
d311_index_min_dd,numerical,702
d311_max_min_dd,numerical,512
d3272_claim_cnt,numerical,54
d3272_flag,numerical,2
d3272_index_max_dd,numerical,707
d3272_index_min_dd,numerical,726
d3272_max_min_dd,numerical,703
d3381_claim_cnt,numerical,18
d3381_flag,numerical,2
d3381_index_max_dd,numerical,595
d3381_index_min_dd,numerical,621
d3381_max_min_dd,numerical,164
d3382_claim_cnt,numerical,30
d3382_flag,numerical,2
d3382_index_max_dd,numerical,590
d3382_index_min_dd,numerical,652
d3382_max_min_dd,numerical,380
d3383_claim_cnt,numerical,14
d3383_flag,numerical,2
d3383_index_max_dd,numerical,159
d3383_index_min_dd,numerical,185
d3383_max_min_dd,numerical,80
d3483_claim_cnt,numerical,24
d3483_flag,numerical,2
d3483_index_max_dd,numerical,396
d3483_index_min_dd,numerical,444
d3483_max_min_dd,numerical,135
d3569_claim_cnt,numerical,24
d3569_flag,numerical,2
d3569_index_max_dd,numerical,590
d3569_index_min_dd,numerical,601
d3569_max_min_dd,numerical,336
d3572_claim_cnt,numerical,25
d3572_flag,numerical,2
d3572_index_max_dd,numerical,513
d3572_index_min_dd,numerical,530
d3572_max_min_dd,numerical,302
d3625_claim_cnt,numerical,40
d3625_flag,numerical,2
d3625_index_max_dd,numerical,707
d3625_index_min_dd,numerical,722
d3625_max_min_dd,numerical,642
d3650_claim_cnt,numerical,16
d3650_flag,numerical,2
d3650_index_max_dd,numerical,690
d3650_index_min_dd,numerical,698
d3650_max_min_dd,numerical,519
d3651_claim_cnt,numerical,24
d3651_flag,numerical,2
d3651_index_max_dd,numerical,646
d3651_index_min_dd,numerical,662
d3651_max_min_dd,numerical,615
d3661_claim_cnt,numerical,21
d3661_flag,numerical,2
d3661_index_max_dd,numerical,732
d3661_index_min_dd,numerical,732
d3661_max_min_dd,numerical,655
d3665_claim_cnt,numerical,13
d3665_flag,numerical,2
d3665_index_max_dd,numerical,641
d3665_index_min_dd,numerical,653
d3665_max_min_dd,numerical,300
d3669_claim_cnt,numerical,15
d3669_flag,numerical,2
d3669_index_max_dd,numerical,612
d3669_index_min_dd,numerical,636
d3669_max_min_dd,numerical,207
d3674_claim_cnt,numerical,10
d3674_flag,numerical,2
d3674_index_max_dd,numerical,688
d3674_index_min_dd,numerical,698
d3674_max_min_dd,numerical,215
d3751_claim_cnt,numerical,13
d3751_flag,numerical,2
d3751_index_max_dd,numerical,640
d3751_index_min_dd,numerical,676
d3751_max_min_dd,numerical,372
d3792_claim_cnt,numerical,20
d3792_flag,numerical,2
d3792_index_max_dd,numerical,706
d3792_index_min_dd,numerical,716
d3792_max_min_dd,numerical,455
d3804_claim_cnt,numerical,14
d3804_flag,numerical,2
d3804_index_max_dd,numerical,712
d3804_index_min_dd,numerical,716
d3804_max_min_dd,numerical,371
d3891_claim_cnt,numerical,15
d3891_flag,numerical,2
d3891_index_max_dd,numerical,685
d3891_index_min_dd,numerical,689
d3891_max_min_dd,numerical,295
d3899_claim_cnt,numerical,16
d3899_flag,numerical,2
d3899_index_max_dd,numerical,573
d3899_index_min_dd,numerical,587
d3899_max_min_dd,numerical,174
d4011_claim_cnt,numerical,43
d4011_flag,numerical,2
d4011_index_max_dd,numerical,732
d4011_index_min_dd,numerical,732
d4011_max_min_dd,numerical,727
d4019_claim_cnt,numerical,82
d4019_flag,numerical,2
d4019_index_max_dd,numerical,732
d4019_index_min_dd,numerical,732
d4019_max_min_dd,numerical,732
d4029_claim_cnt,numerical,24
d4029_flag,numerical,2
d4029_index_max_dd,numerical,564
d4029_index_min_dd,numerical,613
d4029_max_min_dd,numerical,377
d4039_claim_cnt,numerical,38
d4039_flag,numerical,2
d4039_index_max_dd,numerical,620
d4039_index_min_dd,numerical,702
d4039_max_min_dd,numerical,565
d4107_claim_cnt,numerical,23
d4107_flag,numerical,2
d4107_index_max_dd,numerical,535
d4107_index_min_dd,numerical,558
d4107_max_min_dd,numerical,163
d412_claim_cnt,numerical,23
d412_flag,numerical,2
d412_index_max_dd,numerical,617
d412_index_min_dd,numerical,661
d412_max_min_dd,numerical,405
d4139_claim_cnt,numerical,24
d4139_flag,numerical,2
d4139_index_max_dd,numerical,632
d4139_index_min_dd,numerical,661
d4139_max_min_dd,numerical,341
d4140_claim_cnt,numerical,51
d4140_flag,numerical,2
d4140_index_max_dd,numerical,728
d4140_index_min_dd,numerical,732
d4140_max_min_dd,numerical,731
d4148_claim_cnt,numerical,27
d4148_flag,numerical,2
d4148_index_max_dd,numerical,532
d4148_index_min_dd,numerical,616
d4148_max_min_dd,numerical,410
d4149_claim_cnt,numerical,23
d4149_flag,numerical,2
d4149_index_max_dd,numerical,583
d4149_index_min_dd,numerical,567
d4149_max_min_dd,numerical,297
d4151_claim_cnt,numerical,43
d4151_flag,numerical,2
d4151_index_max_dd,numerical,407
d4151_index_min_dd,numerical,467
d4151_max_min_dd,numerical,292
d4240_claim_cnt,numerical,29
d4240_flag,numerical,2
d4240_index_max_dd,numerical,693
d4240_index_min_dd,numerical,716
d4240_max_min_dd,numerical,451
d4241_claim_cnt,numerical,40
d4241_flag,numerical,2
d4241_index_max_dd,numerical,687
d4241_index_min_dd,numerical,702
d4241_max_min_dd,numerical,541
d4242_claim_cnt,numerical,9
d4242_flag,numerical,2
d4242_index_max_dd,numerical,573
d4242_index_min_dd,numerical,584
d4242_max_min_dd,numerical,143
d4254_claim_cnt,numerical,33
d4254_flag,numerical,2
d4254_index_max_dd,numerical,621
d4254_index_min_dd,numerical,646
d4254_max_min_dd,numerical,491
d4273_claim_cnt,numerical,90
d4273_flag,numerical,2
d4273_index_max_dd,numerical,712
d4273_index_min_dd,numerical,731
d4273_max_min_dd,numerical,731
d4276_claim_cnt,numerical,14
d4276_flag,numerical,2
d4276_index_max_dd,numerical,604
d4276_index_min_dd,numerical,615
d4276_max_min_dd,numerical,248
d4278_claim_cnt,numerical,32
d4278_flag,numerical,2
d4278_index_max_dd,numerical,720
d4278_index_min_dd,numerical,730
d4278_max_min_dd,numerical,585
d4279_claim_cnt,numerical,17
d4279_flag,numerical,2
d4279_index_max_dd,numerical,617
d4279_index_min_dd,numerical,640
d4279_max_min_dd,numerical,251
d4280_claim_cnt,numerical,71
d4280_flag,numerical,2
d4280_index_max_dd,numerical,703
d4280_index_min_dd,numerical,731
d4280_max_min_dd,numerical,706
d4282_claim_cnt,numerical,33
d4282_flag,numerical,2
d4282_index_max_dd,numerical,507
d4282_index_min_dd,numerical,512
d4282_max_min_dd,numerical,316
d4293_claim_cnt,numerical,14
d4293_flag,numerical,2
d4293_index_max_dd,numerical,703
d4293_index_min_dd,numerical,713
d4293_max_min_dd,numerical,372
d4331_claim_cnt,numerical,24
d4331_flag,numerical,2
d4331_index_max_dd,numerical,706
d4331_index_min_dd,numerical,719
d4331_max_min_dd,numerical,495
d4349_claim_cnt,numerical,37
d4349_flag,numerical,2
d4349_index_max_dd,numerical,619
d4349_index_min_dd,numerical,664
d4349_max_min_dd,numerical,383
d4359_claim_cnt,numerical,21
d4359_flag,numerical,2
d4359_index_max_dd,numerical,576
d4359_index_min_dd,numerical,582
d4359_max_min_dd,numerical,211
d4400_claim_cnt,numerical,17
d4400_flag,numerical,2
d4400_index_max_dd,numerical,572
d4400_index_min_dd,numerical,618
d4400_max_min_dd,numerical,248
d4402_claim_cnt,numerical,31
d4402_flag,numerical,2
d4402_index_max_dd,numerical,638
d4402_index_min_dd,numerical,662
d4402_max_min_dd,numerical,423
d4414_claim_cnt,numerical,26
d4414_flag,numerical,2
d4414_index_max_dd,numerical,552
d4414_index_min_dd,numerical,623
d4414_max_min_dd,numerical,412
d4439_claim_cnt,numerical,35
d4439_flag,numerical,2
d4439_index_max_dd,numerical,691
d4439_index_min_dd,numerical,715
d4439_max_min_dd,numerical,587
d4534_claim_cnt,numerical,44
d4534_flag,numerical,2
d4534_index_max_dd,numerical,530
d4534_index_min_dd,numerical,593
d4534_max_min_dd,numerical,363
d4550_claim_cnt,numerical,10
d4550_flag,numerical,2
d4550_index_max_dd,numerical,687
d4550_index_min_dd,numerical,687
d4550_max_min_dd,numerical,155
d4589_claim_cnt,numerical,19
d4589_flag,numerical,2
d4589_index_max_dd,numerical,597
d4589_index_min_dd,numerical,632
d4589_max_min_dd,numerical,188
d4598_claim_cnt,numerical,29
d4598_flag,numerical,2
d4598_index_max_dd,numerical,545
d4598_index_min_dd,numerical,579
d4598_max_min_dd,numerical,260
d4619_claim_cnt,numerical,10
d4619_flag,numerical,2
d4619_index_max_dd,numerical,677
d4619_index_min_dd,numerical,681
d4619_max_min_dd,numerical,247
d462_claim_cnt,numerical,11
d462_flag,numerical,2
d462_index_max_dd,numerical,576
d462_index_min_dd,numerical,577
d462_max_min_dd,numerical,119
d4659_claim_cnt,numerical,14
d4659_flag,numerical,2
d4659_index_max_dd,numerical,716
d4659_index_min_dd,numerical,719
d4659_max_min_dd,numerical,300
d4660_claim_cnt,numerical,17
d4660_flag,numerical,2
d4660_index_max_dd,numerical,717
d4660_index_min_dd,numerical,720
d4660_max_min_dd,numerical,384
d4739_claim_cnt,numerical,13
d4739_flag,numerical,2
d4739_index_max_dd,numerical,581
d4739_index_min_dd,numerical,588
d4739_max_min_dd,numerical,214
d4779_claim_cnt,numerical,35
d4779_flag,numerical,2
d4779_index_max_dd,numerical,705
d4779_index_min_dd,numerical,707
d4779_max_min_dd,numerical,418
d486_claim_cnt,numerical,40
d486_flag,numerical,2
d486_index_max_dd,numerical,703
d486_index_min_dd,numerical,719
d486_max_min_dd,numerical,408
d490_claim_cnt,numerical,16
d490_flag,numerical,2
d490_index_max_dd,numerical,632
d490_index_min_dd,numerical,649
d490_max_min_dd,numerical,168
d4912_claim_cnt,numerical,42
d4912_flag,numerical,2
d4912_index_max_dd,numerical,647
d4912_index_min_dd,numerical,680
d4912_max_min_dd,numerical,502
d4928_claim_cnt,numerical,29
d4928_flag,numerical,2
d4928_index_max_dd,numerical,538
d4928_index_min_dd,numerical,595
d4928_max_min_dd,numerical,336
d4939_claim_cnt,numerical,33
d4939_flag,numerical,2
d4939_index_max_dd,numerical,647
d4939_index_min_dd,numerical,679
d4939_max_min_dd,numerical,482
d496_claim_cnt,numerical,78
d496_flag,numerical,2
d496_index_max_dd,numerical,721
d496_index_min_dd,numerical,730
d496_max_min_dd,numerical,722
d5118_claim_cnt,numerical,30
d5118_flag,numerical,2
d5118_index_max_dd,numerical,301
d5118_index_min_dd,numerical,361
d5118_max_min_dd,numerical,171
d5119_claim_cnt,numerical,33
d5119_flag,numerical,2
d5119_index_max_dd,numerical,605
d5119_index_min_dd,numerical,632
d5119_max_min_dd,numerical,251
d515_claim_cnt,numerical,25
d515_flag,numerical,2
d515_index_max_dd,numerical,439
d515_index_min_dd,numerical,483
d515_max_min_dd,numerical,184
d5180_claim_cnt,numerical,19
d5180_flag,numerical,2
d5180_index_max_dd,numerical,661
d5180_index_min_dd,numerical,684
d5180_max_min_dd,numerical,269
d5188_claim_cnt,numerical,50
d5188_flag,numerical,2
d5188_index_max_dd,numerical,707
d5188_index_min_dd,numerical,720
d5188_max_min_dd,numerical,486
d5301_claim_cnt,numerical,17
d5301_flag,numerical,2
d5301_index_max_dd,numerical,640
d5301_index_min_dd,numerical,656
d5301_max_min_dd,numerical,284
d5308_claim_cnt,numerical,36
d5308_flag,numerical,2
d5308_index_max_dd,numerical,730
d5308_index_min_dd,numerical,731
d5308_max_min_dd,numerical,695
d5355_claim_cnt,numerical,13
d5355_flag,numerical,2
d5355_index_max_dd,numerical,591
d5355_index_min_dd,numerical,599
d5355_max_min_dd,numerical,146
d5509_claim_cnt,numerical,15
d5509_flag,numerical,2
d5509_index_max_dd,numerical,637
d5509_index_min_dd,numerical,649
d5509_max_min_dd,numerical,270
d5533_claim_cnt,numerical,16
d5533_flag,numerical,2
d5533_index_max_dd,numerical,645
d5533_index_min_dd,numerical,663
d5533_max_min_dd,numerical,243
d5589_claim_cnt,numerical,13
d5589_flag,numerical,2
d5589_index_max_dd,numerical,525
d5589_index_min_dd,numerical,528
d5589_max_min_dd,numerical,128
d5621_claim_cnt,numerical,26
d5621_flag,numerical,2
d5621_index_max_dd,numerical,732
d5621_index_min_dd,numerical,732
d5621_max_min_dd,numerical,532
d5640_claim_cnt,numerical,25
d5640_flag,numerical,2
d5640_index_max_dd,numerical,710
d5640_index_min_dd,numerical,715
d5640_max_min_dd,numerical,481
d5693_claim_cnt,numerical,20
d5693_flag,numerical,2
d5693_index_max_dd,numerical,607
d5693_index_min_dd,numerical,630
d5693_max_min_dd,numerical,212
d5694_claim_cnt,numerical,25
d5694_flag,numerical,2
d5694_index_max_dd,numerical,522
d5694_index_min_dd,numerical,555
d5694_max_min_dd,numerical,175
d5698_claim_cnt,numerical,16
d5698_flag,numerical,2
d5698_index_max_dd,numerical,493
d5698_index_min_dd,numerical,505
d5698_max_min_dd,numerical,100
d5718_claim_cnt,numerical,12
d5718_flag,numerical,2
d5718_index_max_dd,numerical,566
d5718_index_min_dd,numerical,596
d5718_max_min_dd,numerical,206
d5738_claim_cnt,numerical,10
d5738_flag,numerical,2
d5738_index_max_dd,numerical,477
d5738_index_min_dd,numerical,506
d5738_max_min_dd,numerical,128
d5739_claim_cnt,numerical,13
d5739_flag,numerical,2
d5739_index_max_dd,numerical,300
d5739_index_min_dd,numerical,318
d5739_max_min_dd,numerical,93
d5742_claim_cnt,numerical,12
d5742_flag,numerical,2
d5742_index_max_dd,numerical,589
d5742_index_min_dd,numerical,632
d5742_max_min_dd,numerical,289
d5781_claim_cnt,numerical,15
d5781_flag,numerical,2
d5781_index_max_dd,numerical,589
d5781_index_min_dd,numerical,602
d5781_max_min_dd,numerical,160
d5789_claim_cnt,numerical,25
d5789_flag,numerical,2
d5789_index_max_dd,numerical,597
d5789_index_min_dd,numerical,619
d5789_max_min_dd,numerical,231
d5849_claim_cnt,numerical,54
d5849_flag,numerical,2
d5849_index_max_dd,numerical,699
d5849_index_min_dd,numerical,723
d5849_max_min_dd,numerical,540
d5853_claim_cnt,numerical,46
d5853_flag,numerical,2
d5853_index_max_dd,numerical,668
d5853_index_min_dd,numerical,723
d5853_max_min_dd,numerical,686
d5854_claim_cnt,numerical,40
d5854_flag,numerical,2
d5854_index_max_dd,numerical,433
d5854_index_min_dd,numerical,565
d5854_max_min_dd,numerical,421
d5859_claim_cnt,numerical,37
d5859_flag,numerical,2
d5859_index_max_dd,numerical,683
d5859_index_min_dd,numerical,708
d5859_max_min_dd,numerical,565
d586_claim_cnt,numerical,19
d586_flag,numerical,2
d586_index_max_dd,numerical,525
d586_index_min_dd,numerical,563
d586_max_min_dd,numerical,219
d591_claim_cnt,numerical,40
d591_flag,numerical,2
d591_index_max_dd,numerical,637
d591_index_min_dd,numerical,705
d591_max_min_dd,numerical,521
d5920_claim_cnt,numerical,33
d5920_flag,numerical,2
d5920_index_max_dd,numerical,693
d5920_index_min_dd,numerical,721
d5920_max_min_dd,numerical,550
d5921_claim_cnt,numerical,23
d5921_flag,numerical,2
d5921_index_max_dd,numerical,508
d5921_index_min_dd,numerical,526
d5921_max_min_dd,numerical,185
d5932_claim_cnt,numerical,15
d5932_flag,numerical,2
d5932_index_max_dd,numerical,682
d5932_index_min_dd,numerical,711
d5932_max_min_dd,numerical,432
d5934_claim_cnt,numerical,18
d5934_flag,numerical,2
d5934_index_max_dd,numerical,360
d5934_index_min_dd,numerical,407
d5934_max_min_dd,numerical,201
d5938_claim_cnt,numerical,14
d5938_flag,numerical,2
d5938_index_max_dd,numerical,392
d5938_index_min_dd,numerical,424
d5938_max_min_dd,numerical,120
d5939_claim_cnt,numerical,21
d5939_flag,numerical,2
d5939_index_max_dd,numerical,683
d5939_index_min_dd,numerical,706
d5939_max_min_dd,numerical,415
d5950_claim_cnt,numerical,17
d5950_flag,numerical,2
d5950_index_max_dd,numerical,437
d5950_index_min_dd,numerical,463
d5950_max_min_dd,numerical,130
d5960_claim_cnt,numerical,22
d5960_flag,numerical,2
d5960_index_max_dd,numerical,579
d5960_index_min_dd,numerical,618
d5960_max_min_dd,numerical,321
d5965_claim_cnt,numerical,27
d5965_flag,numerical,2
d5965_index_max_dd,numerical,541
d5965_index_min_dd,numerical,606
d5965_max_min_dd,numerical,369
d5968_claim_cnt,numerical,15
d5968_flag,numerical,2
d5968_index_max_dd,numerical,524
d5968_index_min_dd,numerical,541
d5968_max_min_dd,numerical,122
d5989_claim_cnt,numerical,27
d5989_flag,numerical,2
d5989_index_max_dd,numerical,522
d5989_index_min_dd,numerical,573
d5989_max_min_dd,numerical,339
d5990_claim_cnt,numerical,51
d5990_flag,numerical,2
d5990_index_max_dd,numerical,730
d5990_index_min_dd,numerical,732
d5990_max_min_dd,numerical,699
d5996_claim_cnt,numerical,27
d5996_flag,numerical,2
d5996_index_max_dd,numerical,564
d5996_index_min_dd,numerical,612
d5996_max_min_dd,numerical,277
d5997_claim_cnt,numerical,39
d5997_flag,numerical,2
d5997_index_max_dd,numerical,730
d5997_index_min_dd,numerical,732
d5997_max_min_dd,numerical,697
d6000_claim_cnt,numerical,38
d6000_flag,numerical,2
d6000_index_max_dd,numerical,732
d6000_index_min_dd,numerical,732
d6000_max_min_dd,numerical,729
d6001_claim_cnt,numerical,19
d6001_flag,numerical,2
d6001_index_max_dd,numerical,639
d6001_index_min_dd,numerical,677
d6001_max_min_dd,numerical,363
d6009_claim_cnt,numerical,15
d6009_flag,numerical,2
d6009_index_max_dd,numerical,590
d6009_index_min_dd,numerical,596
d6009_max_min_dd,numerical,225
d6019_claim_cnt,numerical,16
d6019_flag,numerical,2
d6019_index_max_dd,numerical,493
d6019_index_min_dd,numerical,522
d6019_max_min_dd,numerical,180
d6029_claim_cnt,numerical,19
d6029_flag,numerical,2
d6029_index_max_dd,numerical,462
d6029_index_min_dd,numerical,496
d6029_max_min_dd,numerical,189
d6078_claim_cnt,numerical,27
d6078_flag,numerical,2
d6078_index_max_dd,numerical,728
d6078_index_min_dd,numerical,732
d6078_max_min_dd,numerical,667
d6088_claim_cnt,numerical,16
d6088_flag,numerical,2
d6088_index_max_dd,numerical,480
d6088_index_min_dd,numerical,492
d6088_max_min_dd,numerical,142
d6826_claim_cnt,numerical,29
d6826_flag,numerical,2
d6826_index_max_dd,numerical,569
d6826_index_min_dd,numerical,572
d6826_max_min_dd,numerical,195
d6829_claim_cnt,numerical,18
d6829_flag,numerical,2
d6829_index_max_dd,numerical,542
d6829_index_min_dd,numerical,557
d6829_max_min_dd,numerical,130
d6929_claim_cnt,numerical,22
d6929_flag,numerical,2
d6929_index_max_dd,numerical,679
d6929_index_min_dd,numerical,677
d6929_max_min_dd,numerical,299
d7020_claim_cnt,numerical,15
d7020_flag,numerical,2
d7020_index_max_dd,numerical,700
d7020_index_min_dd,numerical,713
d7020_max_min_dd,numerical,517
d7021_claim_cnt,numerical,11
d7021_flag,numerical,2
d7021_index_max_dd,numerical,708
d7021_index_min_dd,numerical,717
d7021_max_min_dd,numerical,414
d7038_claim_cnt,numerical,16
d7038_flag,numerical,2
d7038_index_max_dd,numerical,401
d7038_index_min_dd,numerical,453
d7038_max_min_dd,numerical,229
d7062_claim_cnt,numerical,14
d7062_flag,numerical,2
d7062_index_max_dd,numerical,574
d7062_index_min_dd,numerical,571
d7062_max_min_dd,numerical,138
d7150_claim_cnt,numerical,41
d7150_flag,numerical,2
d7150_index_max_dd,numerical,566
d7150_index_min_dd,numerical,604
d7150_max_min_dd,numerical,359
d7151_claim_cnt,numerical,45
d7151_flag,numerical,2
d7151_index_max_dd,numerical,712
d7151_index_min_dd,numerical,727
d7151_max_min_dd,numerical,584
d7153_claim_cnt,numerical,24
d7153_flag,numerical,2
d7153_index_max_dd,numerical,660
d7153_index_min_dd,numerical,669
d7153_max_min_dd,numerical,302
d7159_claim_cnt,numerical,41
d7159_flag,numerical,2
d7159_index_max_dd,numerical,731
d7159_index_min_dd,numerical,732
d7159_max_min_dd,numerical,670
d7169_claim_cnt,numerical,25
d7169_flag,numerical,2
d7169_index_max_dd,numerical,676
d7169_index_min_dd,numerical,688
d7169_max_min_dd,numerical,319
d7190_claim_cnt,numerical,24
d7190_flag,numerical,2
d7190_index_max_dd,numerical,612
d7190_index_min_dd,numerical,619
d7190_max_min_dd,numerical,150
d7194_claim_cnt,numerical,66
d7194_flag,numerical,2
d7194_index_max_dd,numerical,732
d7194_index_min_dd,numerical,732
d7194_max_min_dd,numerical,721
d7197_claim_cnt,numerical,49
d7197_flag,numerical,2
d7197_index_max_dd,numerical,605
d7197_index_min_dd,numerical,650
d7197_max_min_dd,numerical,318
d7210_claim_cnt,numerical,28
d7210_flag,numerical,2
d7210_index_max_dd,numerical,617
d7210_index_min_dd,numerical,639
d7210_max_min_dd,numerical,260
d7213_claim_cnt,numerical,35
d7213_flag,numerical,2
d7213_index_max_dd,numerical,708
d7213_index_min_dd,numerical,728
d7213_max_min_dd,numerical,493
d7221_claim_cnt,numerical,41
d7221_flag,numerical,2
d7221_index_max_dd,numerical,665
d7221_index_min_dd,numerical,679
d7221_max_min_dd,numerical,350
d7224_claim_cnt,numerical,40
d7224_flag,numerical,2
d7224_index_max_dd,numerical,618
d7224_index_min_dd,numerical,645
d7224_max_min_dd,numerical,280
d7225_claim_cnt,numerical,50
d7225_flag,numerical,2
d7225_index_max_dd,numerical,726
d7225_index_min_dd,numerical,728
d7225_max_min_dd,numerical,552
d7231_claim_cnt,numerical,49
d7231_flag,numerical,2
d7231_index_max_dd,numerical,714
d7231_index_min_dd,numerical,722
d7231_max_min_dd,numerical,496
d7234_claim_cnt,numerical,37
d7234_flag,numerical,2
d7234_index_max_dd,numerical,530
d7234_index_min_dd,numerical,538
d7234_max_min_dd,numerical,264
d7240_claim_cnt,numerical,42
d7240_flag,numerical,2
d7240_index_max_dd,numerical,699
d7240_index_min_dd,numerical,722
d7240_max_min_dd,numerical,549
d7241_claim_cnt,numerical,45
d7241_flag,numerical,2
d7241_index_max_dd,numerical,549
d7241_index_min_dd,numerical,588
d7241_max_min_dd,numerical,270
d7242_claim_cnt,numerical,65
d7242_flag,numerical,2
d7242_index_max_dd,numerical,732
d7242_index_min_dd,numerical,732
d7242_max_min_dd,numerical,707
d7243_claim_cnt,numerical,41
d7243_flag,numerical,2
d7243_index_max_dd,numerical,625
d7243_index_min_dd,numerical,662
d7243_max_min_dd,numerical,325
d7244_claim_cnt,numerical,44
d7244_flag,numerical,2
d7244_index_max_dd,numerical,702
d7244_index_min_dd,numerical,710
d7244_max_min_dd,numerical,520
d7245_claim_cnt,numerical,33
d7245_flag,numerical,2
d7245_index_max_dd,numerical,723
d7245_index_min_dd,numerical,729
d7245_max_min_dd,numerical,541
d7261_claim_cnt,numerical,41
d7261_flag,numerical,2
d7261_index_max_dd,numerical,599
d7261_index_min_dd,numerical,594
d7261_max_min_dd,numerical,256
d7270_claim_cnt,numerical,17
d7270_flag,numerical,2
d7270_index_max_dd,numerical,555
d7270_index_min_dd,numerical,548
d7270_max_min_dd,numerical,205
d7288_claim_cnt,numerical,61
d7288_flag,numerical,2
d7288_index_max_dd,numerical,721
d7288_index_min_dd,numerical,730
d7288_max_min_dd,numerical,521
d7291_claim_cnt,numerical,40
d7291_flag,numerical,2
d7291_index_max_dd,numerical,640
d7291_index_min_dd,numerical,648
d7291_max_min_dd,numerical,359
d7295_claim_cnt,numerical,36
d7295_flag,numerical,2
d7295_index_max_dd,numerical,732
d7295_index_min_dd,numerical,732
d7295_max_min_dd,numerical,665
d7298_claim_cnt,numerical,24
d7298_flag,numerical,2
d7298_index_max_dd,numerical,722
d7298_index_min_dd,numerical,727
d7298_max_min_dd,numerical,339
d7330_claim_cnt,numerical,27
d7330_flag,numerical,2
d7330_index_max_dd,numerical,606
d7330_index_min_dd,numerical,685
d7330_max_min_dd,numerical,494
d7331_claim_cnt,numerical,17
d7331_flag,numerical,2
d7331_index_max_dd,numerical,346
d7331_index_min_dd,numerical,383
d7331_max_min_dd,numerical,141
d7339_claim_cnt,numerical,23
d7339_flag,numerical,2
d7339_index_max_dd,numerical,702
d7339_index_min_dd,numerical,727
d7339_max_min_dd,numerical,527
d7384_claim_cnt,numerical,20
d7384_flag,numerical,2
d7384_index_max_dd,numerical,461
d7384_index_min_dd,numerical,472
d7384_max_min_dd,numerical,160
d7391_claim_cnt,numerical,51
d7391_flag,numerical,2
d7391_index_max_dd,numerical,503
d7391_index_min_dd,numerical,562
d7391_max_min_dd,numerical,419
d7392_claim_cnt,numerical,48
d7392_flag,numerical,2
d7392_index_max_dd,numerical,469
d7392_index_min_dd,numerical,550
d7392_max_min_dd,numerical,377
d7393_claim_cnt,numerical,63
d7393_flag,numerical,2
d7393_index_max_dd,numerical,584
d7393_index_min_dd,numerical,629
d7393_max_min_dd,numerical,490
d7800_claim_cnt,numerical,16
d7800_flag,numerical,2
d7800_index_max_dd,numerical,518
d7800_index_min_dd,numerical,532
d7800_max_min_dd,numerical,136
d7802_claim_cnt,numerical,29
d7802_flag,numerical,2
d7802_index_max_dd,numerical,710
d7802_index_min_dd,numerical,724
d7802_max_min_dd,numerical,443
d7804_claim_cnt,numerical,27
d7804_flag,numerical,2
d7804_index_max_dd,numerical,729
d7804_index_min_dd,numerical,730
d7804_max_min_dd,numerical,524
d7805_claim_cnt,numerical,32
d7805_flag,numerical,2
d7805_index_max_dd,numerical,718
d7805_index_min_dd,numerical,725
d7805_max_min_dd,numerical,560
d7806_claim_cnt,numerical,19
d7806_flag,numerical,2
d7806_index_max_dd,numerical,696
d7806_index_min_dd,numerical,707
d7806_max_min_dd,numerical,242
d7807_claim_cnt,numerical,43
d7807_flag,numerical,2
d7807_index_max_dd,numerical,732
d7807_index_min_dd,numerical,732
d7807_max_min_dd,numerical,700
d7809_claim_cnt,numerical,41
d7809_flag,numerical,2
d7809_index_max_dd,numerical,713
d7809_index_min_dd,numerical,725
d7809_max_min_dd,numerical,523
d7812_claim_cnt,numerical,53
d7812_flag,numerical,2
d7812_index_max_dd,numerical,697
d7812_index_min_dd,numerical,716
d7812_max_min_dd,numerical,460
d7820_claim_cnt,numerical,19
d7820_flag,numerical,2
d7820_index_max_dd,numerical,673
d7820_index_min_dd,numerical,678
d7820_max_min_dd,numerical,237
d7821_claim_cnt,numerical,13
d7821_flag,numerical,2
d7821_index_max_dd,numerical,610
d7821_index_min_dd,numerical,619
d7821_max_min_dd,numerical,159
d7823_claim_cnt,numerical,35
d7823_flag,numerical,2
d7823_index_max_dd,numerical,728
d7823_index_min_dd,numerical,730
d7823_max_min_dd,numerical,574
d7832_claim_cnt,numerical,22
d7832_flag,numerical,2
d7832_index_max_dd,numerical,619
d7832_index_min_dd,numerical,666
d7832_max_min_dd,numerical,326
d7840_claim_cnt,numerical,22
d7840_flag,numerical,2
d7840_index_max_dd,numerical,698
d7840_index_min_dd,numerical,706
d7840_max_min_dd,numerical,353
d7842_claim_cnt,numerical,17
d7842_flag,numerical,2
d7842_index_max_dd,numerical,434
d7842_index_min_dd,numerical,459
d7842_max_min_dd,numerical,136
d7850_claim_cnt,numerical,14
d7850_flag,numerical,2
d7850_index_max_dd,numerical,553
d7850_index_min_dd,numerical,575
d7850_max_min_dd,numerical,140
