Column,Type,NumUniqueValues
c84443_flag,numerical,2
c84443_index_max_dd,numerical,731
c84443_index_min_dd,numerical,732
c84443_max_min_dd,numerical,702
c84450_claim_cnt,numerical,19
c84450_flag,numerical,2
c84450_index_max_dd,numerical,612
c84450_index_min_dd,numerical,672
c84450_max_min_dd,numerical,398
c84460_claim_cnt,numerical,23
c84460_flag,numerical,2
c84460_index_max_dd,numerical,652
c84460_index_min_dd,numerical,691
c84460_max_min_dd,numerical,437
c84484_claim_cnt,numerical,19
c84484_flag,numerical,2
c84484_index_max_dd,numerical,722
c84484_index_min_dd,numerical,730
c84484_max_min_dd,numerical,551
c84520_claim_cnt,numerical,26
c84520_flag,numerical,2
c84520_index_max_dd,numerical,685
c84520_index_min_dd,numerical,707
c84520_max_min_dd,numerical,499
c84550_claim_cnt,numerical,25
c84550_flag,numerical,2
c84550_index_max_dd,numerical,688
c84550_index_min_dd,numerical,720
c84550_max_min_dd,numerical,560
c85007_claim_cnt,numerical,17
c85007_flag,numerical,2
c85007_index_max_dd,numerical,417
c85007_index_min_dd,numerical,449
c85007_max_min_dd,numerical,147
c85014_claim_cnt,numerical,24
c85014_flag,numerical,2
c85014_index_max_dd,numerical,521
c85014_index_min_dd,numerical,550
c85014_max_min_dd,numerical,207
c85018_claim_cnt,numerical,28
c85018_flag,numerical,2
c85018_index_max_dd,numerical,541
c85018_index_min_dd,numerical,587
c85018_max_min_dd,numerical,259
c85025_claim_cnt,numerical,53
c85025_flag,numerical,2
c85025_index_max_dd,numerical,732
c85025_index_min_dd,numerical,732
c85025_max_min_dd,numerical,732
c85027_claim_cnt,numerical,28
c85027_flag,numerical,2
c85027_index_max_dd,numerical,728
c85027_index_min_dd,numerical,732
c85027_max_min_dd,numerical,653
c85610_claim_cnt,numerical,75
c85610_flag,numerical,2
c85610_index_max_dd,numerical,728
c85610_index_min_dd,numerical,732
c85610_max_min_dd,numerical,725
c85651_claim_cnt,numerical,16
c85651_flag,numerical,2
c85651_index_max_dd,numerical,577
c85651_index_min_dd,numerical,595
c85651_max_min_dd,numerical,242
c85652_claim_cnt,numerical,20
c85652_flag,numerical,2
c85652_index_max_dd,numerical,601
c85652_index_min_dd,numerical,627
c85652_max_min_dd,numerical,273
c85730_claim_cnt,numerical,20
c85730_flag,numerical,2
c85730_index_max_dd,numerical,726
c85730_index_min_dd,numerical,730
c85730_max_min_dd,numerical,563
c86140_claim_cnt,numerical,19
c86140_flag,numerical,2
c86140_index_max_dd,numerical,600
c86140_index_min_dd,numerical,639
c86140_max_min_dd,numerical,300
c86803_claim_cnt,numerical,8
c86803_flag,numerical,2
c86803_index_max_dd,numerical,476
c86803_index_min_dd,numerical,492
c86803_max_min_dd,numerical,89
c86850_claim_cnt,numerical,11
c86850_flag,numerical,2
c86850_index_max_dd,numerical,601
c86850_index_min_dd,numerical,615
c86850_max_min_dd,numerical,207
c86900_claim_cnt,numerical,11
c86900_flag,numerical,2
c86900_index_max_dd,numerical,615
c86900_index_min_dd,numerical,631
c86900_max_min_dd,numerical,217
c86901_claim_cnt,numerical,11
c86901_flag,numerical,2
c86901_index_max_dd,numerical,613
c86901_index_min_dd,numerical,626
c86901_max_min_dd,numerical,212
c87040_claim_cnt,numerical,10
c87040_flag,numerical,2
c87040_index_max_dd,numerical,533
c87040_index_min_dd,numerical,561
c87040_max_min_dd,numerical,143
c87070_claim_cnt,numerical,9
c87070_flag,numerical,2
c87070_index_max_dd,numerical,550
c87070_index_min_dd,numerical,587
c87070_max_min_dd,numerical,166
c87077_claim_cnt,numerical,15
c87077_flag,numerical,2
c87077_index_max_dd,numerical,628
c87077_index_min_dd,numerical,668
c87077_max_min_dd,numerical,337
c87086_claim_cnt,numerical,26
c87086_flag,numerical,2
c87086_index_max_dd,numerical,723
c87086_index_min_dd,numerical,730
c87086_max_min_dd,numerical,625
c87088_claim_cnt,numerical,18
c87088_flag,numerical,2
c87088_index_max_dd,numerical,631
c87088_index_min_dd,numerical,668
c87088_max_min_dd,numerical,362
c87186_claim_cnt,numerical,17
c87186_flag,numerical,2
c87186_index_max_dd,numerical,659
c87186_index_min_dd,numerical,698
c87186_max_min_dd,numerical,400
c87205_claim_cnt,numerical,11
c87205_flag,numerical,2
c87205_index_max_dd,numerical,480
c87205_index_min_dd,numerical,504
c87205_max_min_dd,numerical,126
c88112_claim_cnt,numerical,15
c88112_flag,numerical,2
c88112_index_max_dd,numerical,616
c88112_index_min_dd,numerical,644
c88112_max_min_dd,numerical,229
c88173_claim_cnt,numerical,6
c88173_flag,numerical,2
c88173_index_max_dd,numerical,220
c88173_index_min_dd,numerical,226
c88173_max_min_dd,numerical,42
c88304_claim_cnt,numerical,7
c88304_flag,numerical,2
c88304_index_max_dd,numerical,589
c88304_index_min_dd,numerical,594
c88304_max_min_dd,numerical,67
c88305_claim_cnt,numerical,14
c88305_flag,numerical,2
c88305_index_max_dd,numerical,732
c88305_index_min_dd,numerical,732
c88305_max_min_dd,numerical,699
c88307_claim_cnt,numerical,6
c88307_flag,numerical,2
c88307_index_max_dd,numerical,466
c88307_index_min_dd,numerical,487
c88307_max_min_dd,numerical,85
c88309_claim_cnt,numerical,5
c88309_flag,numerical,2
c88309_index_max_dd,numerical,398
c88309_index_min_dd,numerical,400
c88309_max_min_dd,numerical,4
c88311_claim_cnt,numerical,6
c88311_flag,numerical,2
c88311_index_max_dd,numerical,360
c88311_index_min_dd,numerical,370
c88311_max_min_dd,numerical,54
c88312_claim_cnt,numerical,7
c88312_flag,numerical,2
c88312_index_max_dd,numerical,574
c88312_index_min_dd,numerical,568
c88312_max_min_dd,numerical,74
c88313_claim_cnt,numerical,14
c88313_flag,numerical,2
c88313_index_max_dd,numerical,529
c88313_index_min_dd,numerical,545
c88313_max_min_dd,numerical,118
c88321_claim_cnt,numerical,6
c88321_flag,numerical,2
c88321_index_max_dd,numerical,395
c88321_index_min_dd,numerical,397
c88321_max_min_dd,numerical,54
c88341_claim_cnt,numerical,7
c88341_flag,numerical,2
c88341_index_max_dd,numerical,360
c88341_index_min_dd,numerical,382
c88341_max_min_dd,numerical,101
c88342_claim_cnt,numerical,11
c88342_flag,numerical,2
c88342_index_max_dd,numerical,675
c88342_index_min_dd,numerical,688
c88342_max_min_dd,numerical,254
c88344_claim_cnt,numerical,6
c88344_flag,numerical,2
c88344_index_max_dd,numerical,345
c88344_index_min_dd,numerical,354
c88344_max_min_dd,numerical,41
c90471_claim_cnt,numerical,16
c90471_flag,numerical,2
c90471_index_max_dd,numerical,731
c90471_index_min_dd,numerical,731
c90471_max_min_dd,numerical,514
c90656_claim_cnt,numerical,5
c90656_flag,numerical,2
c90656_index_max_dd,numerical,598
c90656_index_min_dd,numerical,596
c90656_max_min_dd,numerical,107
c90658_claim_cnt,numerical,5
c90658_flag,numerical,2
c90658_index_max_dd,numerical,671
c90658_index_min_dd,numerical,658
c90658_max_min_dd,numerical,148
c90662_claim_cnt,numerical,6
c90662_flag,numerical,2
c90662_index_max_dd,numerical,679
c90662_index_min_dd,numerical,715
c90662_max_min_dd,numerical,185
c90670_claim_cnt,numerical,6
c90670_flag,numerical,2
c90670_index_max_dd,numerical,693
c90670_index_min_dd,numerical,691
c90670_max_min_dd,numerical,52
c90686_claim_cnt,numerical,5
c90686_flag,numerical,2
c90686_index_max_dd,numerical,562
c90686_index_min_dd,numerical,597
c90686_max_min_dd,numerical,118
c90715_claim_cnt,numerical,4
c90715_flag,numerical,2
c90715_index_max_dd,numerical,665
c90715_index_min_dd,numerical,665
c90715_max_min_dd,numerical,27
c90732_claim_cnt,numerical,6
c90732_flag,numerical,2
c90732_index_max_dd,numerical,695
c90732_index_min_dd,numerical,694
c90732_max_min_dd,numerical,37
c92004_claim_cnt,numerical,5
c92004_flag,numerical,2
c92004_index_max_dd,numerical,720
c92004_index_min_dd,numerical,717
c92004_max_min_dd,numerical,140
c92012_claim_cnt,numerical,24
c92012_flag,numerical,2
c92012_index_max_dd,numerical,725
c92012_index_min_dd,numerical,726
c92012_max_min_dd,numerical,627
c92014_claim_cnt,numerical,23
c92014_flag,numerical,2
c92014_index_max_dd,numerical,732
c92014_index_min_dd,numerical,732
c92014_max_min_dd,numerical,667
c92015_claim_cnt,numerical,10
c92015_flag,numerical,2
c92015_index_max_dd,numerical,730
c92015_index_min_dd,numerical,731
c92015_max_min_dd,numerical,398
c92020_claim_cnt,numerical,8
c92020_flag,numerical,2
c92020_index_max_dd,numerical,564
c92020_index_min_dd,numerical,563
c92020_max_min_dd,numerical,182
c92083_claim_cnt,numerical,8
c92083_flag,numerical,2
c92083_index_max_dd,numerical,702
c92083_index_min_dd,numerical,709
c92083_max_min_dd,numerical,445
c92133_claim_cnt,numerical,8
c92133_flag,numerical,2
c92133_index_max_dd,numerical,698
c92133_index_min_dd,numerical,708
c92133_max_min_dd,numerical,391
c92134_claim_cnt,numerical,29
c92134_flag,numerical,2
c92134_index_max_dd,numerical,687
c92134_index_min_dd,numerical,703
c92134_max_min_dd,numerical,561
c92136_claim_cnt,numerical,5
c92136_flag,numerical,2
c92136_index_max_dd,numerical,662
c92136_index_min_dd,numerical,646
c92136_max_min_dd,numerical,170
c92250_claim_cnt,numerical,17
c92250_flag,numerical,2
c92250_index_max_dd,numerical,702
c92250_index_min_dd,numerical,711
c92250_max_min_dd,numerical,358
c92557_claim_cnt,numerical,7
c92557_flag,numerical,2
c92557_index_max_dd,numerical,655
c92557_index_min_dd,numerical,653
c92557_max_min_dd,numerical,117
c93000_claim_cnt,numerical,21
c93000_flag,numerical,2
c93000_index_max_dd,numerical,732
c93000_index_min_dd,numerical,732
c93000_max_min_dd,numerical,719
c93005_claim_cnt,numerical,22
c93005_flag,numerical,2
c93005_index_max_dd,numerical,732
c93005_index_min_dd,numerical,732
c93005_max_min_dd,numerical,688
c93010_claim_cnt,numerical,29
c93010_flag,numerical,2
c93010_index_max_dd,numerical,732
c93010_index_min_dd,numerical,732
c93010_max_min_dd,numerical,726
c93015_claim_cnt,numerical,6
c93015_flag,numerical,2
c93015_index_max_dd,numerical,697
c93015_index_min_dd,numerical,695
c93015_max_min_dd,numerical,173
c93016_claim_cnt,numerical,5
c93016_flag,numerical,2
c93016_index_max_dd,numerical,670
c93016_index_min_dd,numerical,678
c93016_max_min_dd,numerical,102
c93017_claim_cnt,numerical,7
c93017_flag,numerical,2
c93017_index_max_dd,numerical,635
c93017_index_min_dd,numerical,648
c93017_max_min_dd,numerical,75
c93018_claim_cnt,numerical,5
c93018_flag,numerical,2
c93018_index_max_dd,numerical,685
c93018_index_min_dd,numerical,696
c93018_max_min_dd,numerical,123
c93306_claim_cnt,numerical,11
c93306_flag,numerical,2
c93306_index_max_dd,numerical,732
c93306_index_min_dd,numerical,732
c93306_max_min_dd,numerical,654
c93458_claim_cnt,numerical,7
c93458_flag,numerical,2
c93458_index_max_dd,numerical,581
c93458_index_min_dd,numerical,584
c93458_max_min_dd,numerical,67
c93880_claim_cnt,numerical,9
c93880_flag,numerical,2
c93880_index_max_dd,numerical,729
c93880_index_min_dd,numerical,730
c93880_max_min_dd,numerical,351
c93922_claim_cnt,numerical,10
c93922_flag,numerical,2
c93922_index_max_dd,numerical,571
c93922_index_min_dd,numerical,596
c93922_max_min_dd,numerical,176
c93970_claim_cnt,numerical,9
c93970_flag,numerical,2
c93970_index_max_dd,numerical,674
c93970_index_min_dd,numerical,684
c93970_max_min_dd,numerical,238
c93971_claim_cnt,numerical,11
c93971_flag,numerical,2
c93971_index_max_dd,numerical,675
c93971_index_min_dd,numerical,687
c93971_max_min_dd,numerical,261
c94010_claim_cnt,numerical,17
c94010_flag,numerical,2
c94010_index_max_dd,numerical,640
c94010_index_min_dd,numerical,640
c94010_max_min_dd,numerical,273
c94060_claim_cnt,numerical,10
c94060_flag,numerical,2
c94060_index_max_dd,numerical,654
c94060_index_min_dd,numerical,662
c94060_max_min_dd,numerical,225
c94640_claim_cnt,numerical,15
c94640_flag,numerical,2
c94640_index_max_dd,numerical,600
c94640_index_min_dd,numerical,626
c94640_max_min_dd,numerical,215
c94726_claim_cnt,numerical,7
c94726_flag,numerical,2
c94726_index_max_dd,numerical,519
c94726_index_min_dd,numerical,531
c94726_max_min_dd,numerical,88
c94729_claim_cnt,numerical,9
c94729_flag,numerical,2
c94729_index_max_dd,numerical,626
c94729_index_min_dd,numerical,632
c94729_max_min_dd,numerical,172
c94760_claim_cnt,numerical,21
c94760_flag,numerical,2
c94760_index_max_dd,numerical,665
c94760_index_min_dd,numerical,695
c94760_max_min_dd,numerical,390
c96360_claim_cnt,numerical,15
c96360_flag,numerical,2
c96360_index_max_dd,numerical,536
c96360_index_min_dd,numerical,565
c96360_max_min_dd,numerical,124
c96361_claim_cnt,numerical,17
c96361_flag,numerical,2
c96361_index_max_dd,numerical,613
c96361_index_min_dd,numerical,636
c96361_max_min_dd,numerical,231
c96365_claim_cnt,numerical,42
c96365_flag,numerical,2
c96365_index_max_dd,numerical,616
c96365_index_min_dd,numerical,652
c96365_max_min_dd,numerical,333
c96367_claim_cnt,numerical,28
c96367_flag,numerical,2
c96367_index_max_dd,numerical,263
c96367_index_min_dd,numerical,331
c96367_max_min_dd,numerical,143
c96372_claim_cnt,numerical,49
c96372_flag,numerical,2
c96372_index_max_dd,numerical,731
c96372_index_min_dd,numerical,732
c96372_max_min_dd,numerical,708
c96374_claim_cnt,numerical,21
c96374_flag,numerical,2
c96374_index_max_dd,numerical,700
c96374_index_min_dd,numerical,721
c96374_max_min_dd,numerical,435
c96375_claim_cnt,numerical,30
c96375_flag,numerical,2
c96375_index_max_dd,numerical,623
c96375_index_min_dd,numerical,680
c96375_max_min_dd,numerical,337
c96376_claim_cnt,numerical,11
c96376_flag,numerical,2
c96376_index_max_dd,numerical,476
c96376_index_min_dd,numerical,488
c96376_max_min_dd,numerical,88
c96401_claim_cnt,numerical,24
c96401_flag,numerical,2
c96401_index_max_dd,numerical,364
c96401_index_min_dd,numerical,465
c96401_max_min_dd,numerical,291
c96402_claim_cnt,numerical,30
c96402_flag,numerical,2
c96402_index_max_dd,numerical,715
c96402_index_min_dd,numerical,732
c96402_max_min_dd,numerical,716
c96413_claim_cnt,numerical,32
c96413_flag,numerical,2
c96413_index_max_dd,numerical,228
c96413_index_min_dd,numerical,329
c96413_max_min_dd,numerical,176
c97001_claim_cnt,numerical,15
c97001_flag,numerical,2
c97001_index_max_dd,numerical,727
c97001_index_min_dd,numerical,731
c97001_max_min_dd,numerical,487
c97110_claim_cnt,numerical,77
c97110_flag,numerical,2
c97110_index_max_dd,numerical,729
c97110_index_min_dd,numerical,731
c97110_max_min_dd,numerical,579
c97112_claim_cnt,numerical,53
c97112_flag,numerical,2
c97112_index_max_dd,numerical,641
c97112_index_min_dd,numerical,679
c97112_max_min_dd,numerical,337
c97140_claim_cnt,numerical,71
c97140_flag,numerical,2
c97140_index_max_dd,numerical,714
c97140_index_min_dd,numerical,722
c97140_max_min_dd,numerical,510
c97530_claim_cnt,numerical,50
c97530_flag,numerical,2
c97530_index_max_dd,numerical,662
c97530_index_min_dd,numerical,675
c97530_max_min_dd,numerical,340
c98940_claim_cnt,numerical,53
c98940_flag,numerical,2
c98940_index_max_dd,numerical,532
c98940_index_min_dd,numerical,566
c98940_max_min_dd,numerical,398
c98941_claim_cnt,numerical,60
c98941_flag,numerical,2
c98941_index_max_dd,numerical,567
c98941_index_min_dd,numerical,606
c98941_max_min_dd,numerical,471
c99000_claim_cnt,numerical,22
c99000_flag,numerical,2
c99000_index_max_dd,numerical,632
c99000_index_min_dd,numerical,674
c99000_max_min_dd,numerical,476
c99053_claim_cnt,numerical,14
c99053_flag,numerical,2
c99053_index_max_dd,numerical,542
c99053_index_min_dd,numerical,563
c99053_max_min_dd,numerical,176
c99100_claim_cnt,numerical,11
c99100_flag,numerical,2
c99100_index_max_dd,numerical,590
c99100_index_min_dd,numerical,618
c99100_max_min_dd,numerical,260
c99201_claim_cnt,numerical,6
c99201_flag,numerical,2
c99201_index_max_dd,numerical,528
c99201_index_min_dd,numerical,531
c99201_max_min_dd,numerical,50
c99202_claim_cnt,numerical,7
c99202_flag,numerical,2
c99202_index_max_dd,numerical,731
c99202_index_min_dd,numerical,731
c99202_max_min_dd,numerical,264
c99203_claim_cnt,numerical,9
c99203_flag,numerical,2
c99203_index_max_dd,numerical,732
c99203_index_min_dd,numerical,732
c99203_max_min_dd,numerical,680
c99204_claim_cnt,numerical,8
c99204_flag,numerical,2
c99204_index_max_dd,numerical,732
c99204_index_min_dd,numerical,732
c99204_max_min_dd,numerical,709
c99205_claim_cnt,numerical,7
c99205_flag,numerical,2
c99205_index_max_dd,numerical,728
c99205_index_min_dd,numerical,730
c99205_max_min_dd,numerical,553
c99211_claim_cnt,numerical,51
c99211_flag,numerical,2
c99211_index_max_dd,numerical,719
c99211_index_min_dd,numerical,731
c99211_max_min_dd,numerical,671
c99212_claim_cnt,numerical,44
c99212_flag,numerical,2
c99212_index_max_dd,numerical,732
c99212_index_min_dd,numerical,732
c99212_max_min_dd,numerical,723
c99213_claim_cnt,numerical,60
c99213_flag,numerical,2
c99213_index_max_dd,numerical,732
c99213_index_min_dd,numerical,732
c99213_max_min_dd,numerical,732
c99214_claim_cnt,numerical,50
c99214_flag,numerical,2
c99214_index_max_dd,numerical,732
c99214_index_min_dd,numerical,732
c99214_max_min_dd,numerical,732
c99215_claim_cnt,numerical,26
c99215_flag,numerical,2
c99215_index_max_dd,numerical,732
c99215_index_min_dd,numerical,732
c99215_max_min_dd,numerical,716
c99217_claim_cnt,numerical,8
c99217_flag,numerical,2
c99217_index_max_dd,numerical,637
c99217_index_min_dd,numerical,646
c99217_max_min_dd,numerical,142
c99219_claim_cnt,numerical,7
c99219_flag,numerical,2
c99219_index_max_dd,numerical,477
c99219_index_min_dd,numerical,489
c99219_max_min_dd,numerical,70
c99220_claim_cnt,numerical,7
c99220_flag,numerical,2
c99220_index_max_dd,numerical,587
c99220_index_min_dd,numerical,611
c99220_max_min_dd,numerical,158
c99221_claim_cnt,numerical,8
c99221_flag,numerical,2
c99221_index_max_dd,numerical,635
c99221_index_min_dd,numerical,656
c99221_max_min_dd,numerical,245
c99222_claim_cnt,numerical,18
c99222_flag,numerical,2
c99222_index_max_dd,numerical,725
c99222_index_min_dd,numerical,729
c99222_max_min_dd,numerical,583
c99223_claim_cnt,numerical,22
c99223_flag,numerical,2
c99223_index_max_dd,numerical,731
c99223_index_min_dd,numerical,732
c99223_max_min_dd,numerical,709
c99231_claim_cnt,numerical,25
c99231_flag,numerical,2
c99231_index_max_dd,numerical,719
c99231_index_min_dd,numerical,721
c99231_max_min_dd,numerical,354
c99232_claim_cnt,numerical,62
c99232_flag,numerical,2
c99232_index_max_dd,numerical,731
c99232_index_min_dd,numerical,732
c99232_max_min_dd,numerical,681
c99233_claim_cnt,numerical,47
c99233_flag,numerical,2
c99233_index_max_dd,numerical,727
c99233_index_min_dd,numerical,732
c99233_max_min_dd,numerical,568
c99238_claim_cnt,numerical,10
c99238_flag,numerical,2
c99238_index_max_dd,numerical,716
c99238_index_min_dd,numerical,722
c99238_max_min_dd,numerical,370
c99239_claim_cnt,numerical,12
c99239_flag,numerical,2
c99239_index_max_dd,numerical,705
c99239_index_min_dd,numerical,725
c99239_max_min_dd,numerical,414
c99243_claim_cnt,numerical,6
c99243_flag,numerical,2
c99243_index_max_dd,numerical,647
c99243_index_min_dd,numerical,647
c99243_max_min_dd,numerical,154
c99244_claim_cnt,numerical,8
c99244_flag,numerical,2
c99244_index_max_dd,numerical,674
c99244_index_min_dd,numerical,689
c99244_max_min_dd,numerical,304
c99245_claim_cnt,numerical,6
c99245_flag,numerical,2
c99245_index_max_dd,numerical,542
c99245_index_min_dd,numerical,551
c99245_max_min_dd,numerical,132
c99281_claim_cnt,numerical,14
c99281_flag,numerical,2
c99281_index_max_dd,numerical,465
c99281_index_min_dd,numerical,512
c99281_max_min_dd,numerical,192
c99282_claim_cnt,numerical,14
c99282_flag,numerical,2
c99282_index_max_dd,numerical,651
c99282_index_min_dd,numerical,658
c99282_max_min_dd,numerical,210
c99283_claim_cnt,numerical,29
c99283_flag,numerical,2
c99283_index_max_dd,numerical,731
c99283_index_min_dd,numerical,731
c99283_max_min_dd,numerical,642
c99284_claim_cnt,numerical,28
c99284_flag,numerical,2
c99284_index_max_dd,numerical,730
c99284_index_min_dd,numerical,732
c99284_max_min_dd,numerical,697
c99285_claim_cnt,numerical,29
c99285_flag,numerical,2
c99285_index_max_dd,numerical,732
c99285_index_min_dd,numerical,732
c99285_max_min_dd,numerical,723
c99291_claim_cnt,numerical,21
c99291_flag,numerical,2
c99291_index_max_dd,numerical,663
c99291_index_min_dd,numerical,679
c99291_max_min_dd,numerical,253
c99306_claim_cnt,numerical,9
c99306_flag,numerical,2
c99306_index_max_dd,numerical,482
c99306_index_min_dd,numerical,512
c99306_max_min_dd,numerical,148
c99308_claim_cnt,numerical,41
c99308_flag,numerical,2
c99308_index_max_dd,numerical,482
c99308_index_min_dd,numerical,551
c99308_max_min_dd,numerical,266
c99309_claim_cnt,numerical,40
c99309_flag,numerical,2
c99309_index_max_dd,numerical,493
c99309_index_min_dd,numerical,536
c99309_max_min_dd,numerical,255
c99396_claim_cnt,numerical,8
c99396_flag,numerical,2
c99396_index_max_dd,numerical,678
c99396_index_min_dd,numerical,702
c99396_max_min_dd,numerical,271
c99397_claim_cnt,numerical,8
c99397_flag,numerical,2
c99397_index_max_dd,numerical,676
c99397_index_min_dd,numerical,706
c99397_max_min_dd,numerical,258
d0389_claim_cnt,numerical,31
d0389_flag,numerical,2
d0389_index_max_dd,numerical,531
d0389_index_min_dd,numerical,557
d0389_max_min_dd,numerical,185
d1101_claim_cnt,numerical,22
d1101_flag,numerical,2
d1101_index_max_dd,numerical,656
d1101_index_min_dd,numerical,701
d1101_max_min_dd,numerical,534
d185_claim_cnt,numerical,140
d185_flag,numerical,2
d185_index_max_dd,numerical,732
d185_index_min_dd,numerical,732
d185_max_min_dd,numerical,732
d1962_claim_cnt,numerical,8
d1962_flag,numerical,2
d1962_index_max_dd,numerical,2
d1962_index_min_dd,numerical,2
d1962_max_min_dd,numerical,2
d1966_claim_cnt,numerical,8
d1966_flag,numerical,2
d1966_index_max_dd,numerical,2
d1966_index_min_dd,numerical,2
d1966_max_min_dd,numerical,2
d1969_claim_cnt,numerical,5
d1969_flag,numerical,2
d1969_index_max_dd,numerical,2
d1969_index_min_dd,numerical,2
d1969_max_min_dd,numerical,2
d1970_claim_cnt,numerical,10
d1970_flag,numerical,2
d1970_index_max_dd,numerical,2
d1970_index_min_dd,numerical,3
d1970_max_min_dd,numerical,3
d1977_claim_cnt,numerical,10
d1977_flag,numerical,2
d1977_index_max_dd,numerical,2
d1977_index_min_dd,numerical,2
d1977_max_min_dd,numerical,2
d1981_claim_cnt,numerical,8
d1981_flag,numerical,2
d1981_index_max_dd,numerical,2
d1981_index_min_dd,numerical,2
d1981_max_min_dd,numerical,2
d1983_claim_cnt,numerical,9
d1983_flag,numerical,2
d1983_index_max_dd,numerical,2
d1983_index_min_dd,numerical,2
d1983_max_min_dd,numerical,2
d1985_claim_cnt,numerical,15
d1985_flag,numerical,2
d1985_index_max_dd,numerical,4
d1985_index_min_dd,numerical,16
d1985_max_min_dd,numerical,14
d1988_claim_cnt,numerical,9
d1988_flag,numerical,2
d1988_index_max_dd,numerical,2
d1988_index_min_dd,numerical,2
d1988_max_min_dd,numerical,2
d1991_claim_cnt,numerical,10
d1991_flag,numerical,2
d1991_index_max_dd,numerical,3
d1991_index_min_dd,numerical,4
d1991_max_min_dd,numerical,3
d2113_claim_cnt,numerical,15
d2113_flag,numerical,2
d2113_index_max_dd,numerical,731
d2113_index_min_dd,numerical,732
d2113_max_min_dd,numerical,334
d2334_claim_cnt,numerical,24
d2334_flag,numerical,2
d2334_index_max_dd,numerical,546
d2334_index_min_dd,numerical,577
d2334_max_min_dd,numerical,270
d2365_claim_cnt,numerical,17
d2365_flag,numerical,2
d2365_index_max_dd,numerical,466
d2365_index_min_dd,numerical,498
d2365_max_min_dd,numerical,183
d2382_claim_cnt,numerical,12
d2382_flag,numerical,2
d2382_index_max_dd,numerical,666
d2382_index_min_dd,numerical,673
d2382_max_min_dd,numerical,241
d2449_claim_cnt,numerical,29
d2449_flag,numerical,2
d2449_index_max_dd,numerical,696
d2449_index_min_dd,numerical,722
d2449_max_min_dd,numerical,675
d2500_claim_cnt,numerical,78
d2500_flag,numerical,2
d2500_index_max_dd,numerical,730
d2500_index_min_dd,numerical,732
d2500_max_min_dd,numerical,732
d2504_claim_cnt,numerical,37
d2504_flag,numerical,2
d2504_index_max_dd,numerical,564
d2504_index_min_dd,numerical,669
d2504_max_min_dd,numerical,575
d2505_claim_cnt,numerical,30
d2505_flag,numerical,2
d2505_index_max_dd,numerical,569
d2505_index_min_dd,numerical,590
d2505_max_min_dd,numerical,410
d2506_claim_cnt,numerical,37
d2506_flag,numerical,2
d2506_index_max_dd,numerical,643
d2506_index_min_dd,numerical,698
d2506_max_min_dd,numerical,583
d2508_claim_cnt,numerical,41
d2508_flag,numerical,2
d2508_index_max_dd,numerical,523
d2508_index_min_dd,numerical,580
d2508_max_min_dd,numerical,328
d2572_claim_cnt,numerical,41
d2572_flag,numerical,2
d2572_index_max_dd,numerical,624
d2572_index_min_dd,numerical,642
d2572_max_min_dd,numerical,476
d2689_claim_cnt,numerical,23
d2689_flag,numerical,2
d2689_index_max_dd,numerical,701
d2689_index_min_dd,numerical,723
d2689_max_min_dd,numerical,618
d2720_claim_cnt,numerical,32
d2720_flag,numerical,2
d2720_index_max_dd,numerical,731
d2720_index_min_dd,numerical,731
d2720_max_min_dd,numerical,711
d2722_claim_cnt,numerical,28
d2722_flag,numerical,2
d2722_index_max_dd,numerical,728
d2722_index_min_dd,numerical,732
d2722_max_min_dd,numerical,680
d2724_claim_cnt,numerical,42
d2724_flag,numerical,2
d2724_index_max_dd,numerical,732
d2724_index_min_dd,numerical,732
d2724_max_min_dd,numerical,732
d2749_claim_cnt,numerical,23
d2749_flag,numerical,2
d2749_index_max_dd,numerical,647
d2749_index_min_dd,numerical,682
d2749_max_min_dd,numerical,498
d2761_claim_cnt,numerical,25
d2761_flag,numerical,2
d2761_index_max_dd,numerical,551
d2761_index_min_dd,numerical,598
d2761_max_min_dd,numerical,243
d2762_claim_cnt,numerical,20
d2762_flag,numerical,2
d2762_index_max_dd,numerical,453
d2762_index_min_dd,numerical,484
d2762_max_min_dd,numerical,137
d2765_claim_cnt,numerical,27
d2765_flag,numerical,2
d2765_index_max_dd,numerical,654
d2765_index_min_dd,numerical,658
d2765_max_min_dd,numerical,264
d2767_claim_cnt,numerical,22
d2767_flag,numerical,2
d2767_index_max_dd,numerical,575
d2767_index_min_dd,numerical,602
d2767_max_min_dd,numerical,247
d2768_claim_cnt,numerical,19
d2768_flag,numerical,2
d2768_index_max_dd,numerical,578
d2768_index_min_dd,numerical,605
d2768_max_min_dd,numerical,234
d2780_claim_cnt,numerical,29
d2780_flag,numerical,2
d2780_index_max_dd,numerical,722
d2780_index_min_dd,numerical,729
d2780_max_min_dd,numerical,630
d2809_claim_cnt,numerical,44
d2809_flag,numerical,2
d2809_index_max_dd,numerical,636
d2809_index_min_dd,numerical,666
d2809_max_min_dd,numerical,475
d2851_claim_cnt,numerical,22
d2851_flag,numerical,2
d2851_index_max_dd,numerical,527
d2851_index_min_dd,numerical,533
d2851_max_min_dd,numerical,133
d2852_claim_cnt,numerical,59
d2852_flag,numerical,2
d2852_index_max_dd,numerical,544
d2852_index_min_dd,numerical,625
d2852_max_min_dd,numerical,502
d2859_claim_cnt,numerical,42
d2859_flag,numerical,2
d2859_index_max_dd,numerical,727
d2859_index_min_dd,numerical,732
